# This file is generated by gfold V1.1.2 on Tue Jun 27 21:17:47 2017
# Normalization constants :
#    RWPE1	42835828	1
#    dummy	42835828	1
# The GFOLD value could be considered as a reliable log2 fold change.
# It is positive/negative if the gene is up/down regulated.
# A gene with zero GFOLD value should never be considered as 
# differentially expressed. For a comprehensive description of 
# GFOLD, please refer to the manual.
#GeneSymbol	GeneName	GFOLD(0.01)	E-FDR	log2fdc	1stRPKM	2ndRPKM
		0	1	0	0	0
DYNC2H1	DYNC2H1	0	1	0	3.65707	3.65707
DYNC2LI1	DYNC2LI1	0	1	0	4.08778	4.08778
DYNLL1	DYNLL1	0	1	0	169.536	169.536
DYNLL1-AS1	DYNLL1-AS1	0	1	0	8.84819	8.84819
DYNLL2	DYNLL2	0	1	0	18.2373	18.2373
DYNLRB1	DYNLRB1	0	1	0	16.927	16.927
DYNLRB2	DYNLRB2	0	1	0	0.140915	0.140915
DYNLT1	DYNLT1	0	1	0	30.5117	30.5117
DYNLT3	DYNLT3	0	1	0	14.2956	14.2956
DYRK1A	DYRK1A	0	1	0	15.248	15.248
DYRK1B	DYRK1B	0	1	0	3.47181	3.47181
DYRK2	DYRK2	0	1	0	4.85548	4.85548
DYRK3	DYRK3	0	1	0	10.0153	10.0153
DYRK4	DYRK4	0	1	0	5.53109	5.53109
DYSF	DYSF	0	1	0	0.0994357	0.0994357
DYTN	DYTN	0	1	0	0	0
DYX1C1	DYX1C1	0	1	0	1.31937	1.31937
DYX1C1-CCPG1	DYX1C1-CCPG1	0	1	0	29.9894	29.9894
DZANK1	DZANK1	0	1	0	0.727028	0.727028
DZIP1	DZIP1	0	1	0	3.87368	3.87368
DZIP1L	DZIP1L	0	1	0	1.18845	1.18845
DZIP3	DZIP3	0	1	0	1.31005	1.31005
E2F1	E2F1	0	1	0	14.6036	14.6036
E2F2	E2F2	0	1	0	1.55093	1.55093
E2F3	E2F3	0	1	0	4.9647	4.9647
E2F4	E2F4	0	1	0	31.3934	31.3934
E2F5	E2F5	0	1	0	1.81125	1.81125
E2F6	E2F6	0	1	0	13.7566	13.7566
E2F7	E2F7	0	1	0	4.78203	4.78203
E2F8	E2F8	0	1	0	0.87029	0.87029
E4F1	E4F1	0	1	0	6.93039	6.93039
EAF1	EAF1	0	1	0	10.4917	10.4917
EAF2	EAF2	0	1	0	1.09859	1.09859
EAPP	EAPP	0	1	0	19.3964	19.3964
EARS2	EARS2	0	1	0	8.23142	8.23142
EBAG9	EBAG9	0	1	0	9.02627	9.02627
EBF1	EBF1	0	1	0	0	0
EBF2	EBF2	0	1	0	0.00479166	0.00479166
EBF3	EBF3	0	1	0	0.0370387	0.0370387
EBF4	EBF4	0	1	0	0.858093	0.858093
EBI3	EBI3	0	1	0	0	0
EBLN1	EBLN1	0	1	0	0	0
EBLN2	EBLN2	0	1	0	2.00862	2.00862
EBNA1BP2	EBNA1BP2	0	1	0	49.0073	49.0073
EBP	EBP	0	1	0	58.8365	58.8365
EBPL	EBPL	0	1	0	43.3664	43.3664
ECD	ECD	0	1	0	8.8443	8.8443
ECE1	ECE1	0	1	0	20.5575	20.5575
ECE2	ECE2	0	1	0	1.90527	1.90527
ECEL1	ECEL1	0	1	0	0	0
ECEL1P2	ECEL1P2	0	1	0	0	0
ECH1	ECH1	0	1	0	61.4953	61.4953
ECHDC1	ECHDC1	0	1	0	17.3989	17.3989
ECHDC2	ECHDC2	0	1	0	8.00188	8.00188
ECHDC3	ECHDC3	0	1	0	1.2844	1.2844
ECHS1	ECHS1	0	1	0	37.8367	37.8367
ECI1	ECI1	0	1	0	43.247	43.247
ECI2	ECI2	0	1	0	6.50037	6.50037
ECM1	ECM1	0	1	0	3.52633	3.52633
ECM2	ECM2	0	1	0	4.01775	4.01775
ECRP	ECRP	0	1	0	0	0
ECSCR	ECSCR	0	1	0	0	0
ECSIT	ECSIT	0	1	0	13.3345	13.3345
ECT2	ECT2	0	1	0	16.6683	16.6683
ECT2L	ECT2L	0	1	0	0.119771	0.119771
EDA	EDA	0	1	0	0.0586556	0.0586556
EDA2R	EDA2R	0	1	0	1.81029	1.81029
EDAR	EDAR	0	1	0	0.254833	0.254833
EDARADD	EDARADD	0	1	0	4.53435	4.53435
EDC3	EDC3	0	1	0	5.08896	5.08896
EDC4	EDC4	0	1	0	10.4424	10.4424
EDDM3A	EDDM3A	0	1	0	0	0
EDDM3B	EDDM3B	0	1	0	0	0
EDEM1	EDEM1	0	1	0	20.9964	20.9964
EDEM2	EDEM2	0	1	0	12.5003	12.5003
EDEM3	EDEM3	0	1	0	8.98668	8.98668
EDF1	EDF1	0	1	0	202.086	202.086
EDIL3	EDIL3	0	1	0	1.42718	1.42718
EDN1	EDN1	0	1	0	6.44765	6.44765
EDN2	EDN2	0	1	0	0.225374	0.225374
EDN3	EDN3	0	1	0	0	0
EDNRA	EDNRA	0	1	0	0.0506276	0.0506276
EDNRB	EDNRB	0	1	0	0	0
EDNRB-AS1	EDNRB-AS1	0	1	0	0	0
EDRF1	EDRF1	0	1	0	4.49183	4.49183
EEA1	EEA1	0	1	0	4.85976	4.85976
EED	EED	0	1	0	7.19569	7.19569
EEF1A1	EEF1A1	0	1	0	16027	16027
EEF1A2	EEF1A2	0	1	0	23.1239	23.1239
EEF1B2	EEF1B2	0	1	0	350.952	350.952
EEF1D	EEF1D	0	1	0	107.003	107.003
EEF1DP3	EEF1DP3	0	1	0	0	0
EEF1E1	EEF1E1	0	1	0	19.051	19.051
EEF1E1-BLOC1S5	EEF1E1-BLOC1S5	0	1	0	11.3916	11.3916
EEF1G	EEF1G	0	1	0	1084.07	1084.07
EEF2	EEF2	0	1	0	806.487	806.487
EEF2K	EEF2K	0	1	0	7.27561	7.27561
EEFSEC	EEFSEC	0	1	0	1.82251	1.82251
EEPD1	EEPD1	0	1	0	0.532944	0.532944
EFCAB1	EFCAB1	0	1	0	0.14265	0.14265
EFCAB10	EFCAB10	0	1	0	1.9556	1.9556
EFCAB11	EFCAB11	0	1	0	2.6148	2.6148
EFCAB12	EFCAB12	0	1	0	0.0433518	0.0433518
EFCAB13	EFCAB13	0	1	0	0.377573	0.377573
EFCAB14	EFCAB14	0	1	0	10.0189	10.0189
EFCAB14-AS1	EFCAB14-AS1	0	1	0	3.72398	3.72398
EFCAB2	EFCAB2	0	1	0	0.270463	0.270463
EFCAB3	EFCAB3	0	1	0	0.29281	0.29281
EFCAB4A	EFCAB4A	0	1	0	0.433731	0.433731
EFCAB4B	EFCAB4B	0	1	0	0.0206349	0.0206349
EFCAB5	EFCAB5	0	1	0	0.044193	0.044193
EFCAB6	EFCAB6	0	1	0	0.108934	0.108934
EFCAB6-AS1	EFCAB6-AS1	0	1	0	0	0
EFCAB7	EFCAB7	0	1	0	3.15419	3.15419
EFCAB9	EFCAB9	0	1	0	0	0
EFCC1	EFCC1	0	1	0	0	0
EFEMP1	EFEMP1	0	1	0	149.501	149.501
EFEMP2	EFEMP2	0	1	0	3.22856	3.22856
EFHB	EFHB	0	1	0	0.0163537	0.0163537
EFHC1	EFHC1	0	1	0	2.4245	2.4245
EFHC2	EFHC2	0	1	0	0.00717864	0.00717864
EFHD1	EFHD1	0	1	0	0.620464	0.620464
EFHD2	EFHD2	0	1	0	9.68926	9.68926
EFNA1	EFNA1	0	1	0	41.0698	41.0698
EFNA2	EFNA2	0	1	0	0.185277	0.185277
EFNA3	EFNA3	0	1	0	4.58515	4.58515
EFNA4	EFNA4	0	1	0	6.94591	6.94591
EFNA5	EFNA5	0	1	0	3.42626	3.42626
EFNB1	EFNB1	0	1	0	15.0726	15.0726
EFNB2	EFNB2	0	1	0	11.8348	11.8348
EFNB3	EFNB3	0	1	0	0	0
EFR3A	EFR3A	0	1	0	13.7595	13.7595
EFR3B	EFR3B	0	1	0	0.0219113	0.0219113
EFS	EFS	0	1	0	4.50438	4.50438
EFTUD1	EFTUD1	0	1	0	19.7276	19.7276
EFTUD1P1	EFTUD1P1	0	1	0	12.1626	12.1626
EFTUD2	EFTUD2	0	1	0	14.6744	14.6744
EGF	EGF	0	1	0	0.0501772	0.0501772
EGFEM1P	EGFEM1P	0	1	0	0	0
EGFL6	EGFL6	0	1	0	0.0191981	0.0191981
EGFL7	EGFL7	0	1	0	8.9963	8.9963
EGFL8	EGFL8	0	1	0	0	0
EGFLAM	EGFLAM	0	1	0	0	0
EGFLAM-AS2	EGFLAM-AS2	0	1	0	0	0
EGFLAM-AS4	EGFLAM-AS4	0	1	0	0	0
EGFR	EGFR	0	1	0	32.5678	32.5678
EGFR-AS1	EGFR-AS1	0	1	0	4.75009	4.75009
EGLN1	EGLN1	0	1	0	4.31571	4.31571
EGLN2	EGLN2	0	1	0	29.5242	29.5242
EGLN3	EGLN3	0	1	0	0.300174	0.300174
EGOT	EGOT	0	1	0	0	0
EGR1	EGR1	0	1	0	20.598	20.598
EGR2	EGR2	0	1	0	1.52024	1.52024
EGR3	EGR3	0	1	0	0.544232	0.544232
EGR4	EGR4	0	1	0	0.0196755	0.0196755
EHBP1	EHBP1	0	1	0	10.0828	10.0828
EHBP1L1	EHBP1L1	0	1	0	10.7982	10.7982
EHD1	EHD1	0	1	0	5.48805	5.48805
EHD2	EHD2	0	1	0	9.89424	9.89424
EHD3	EHD3	0	1	0	0.699272	0.699272
EHD4	EHD4	0	1	0	14.7832	14.7832
EHF	EHF	0	1	0	14.175	14.175
EHHADH	EHHADH	0	1	0	2.39149	2.39149
EHHADH-AS1	EHHADH-AS1	0	1	0	0.840814	0.840814
EHMT1	EHMT1	0	1	0	16.9754	16.9754
EHMT1-IT1	EHMT1-IT1	0	1	0	0.146656	0.146656
EHMT2	EHMT2	0	1	0	0	0
EI24	EI24	0	1	0	29.9036	29.9036
EID1	EID1	0	1	0	59.1829	59.1829
EID2	EID2	0	1	0	12.4775	12.4775
EID2B	EID2B	0	1	0	2.96662	2.96662
EID3	EID3	0	1	0	0.966763	0.966763
EIF1	EIF1	0	1	0	119.894	119.894
EIF1AD	EIF1AD	0	1	0	5.96992	5.96992
EIF1AX	EIF1AX	0	1	0	31.0739	31.0739
EIF1AX-AS1	EIF1AX-AS1	0	1	0	0.555832	0.555832
EIF1AY	EIF1AY	0	1	0	0	0
EIF1B	EIF1B	0	1	0	10.2192	10.2192
EIF1B-AS1	EIF1B-AS1	0	1	0	0.331604	0.331604
EIF2A	EIF2A	0	1	0	31.7525	31.7525
EIF2AK1	EIF2AK1	0	1	0	22.545	22.545
EIF2AK2	EIF2AK2	0	1	0	11.1379	11.1379
EIF2AK3	EIF2AK3	0	1	0	4.43494	4.43494
EIF2AK4	EIF2AK4	0	1	0	13.073	13.073
EIF2B1	EIF2B1	0	1	0	21.2476	21.2476
EIF2B2	EIF2B2	0	1	0	12.6041	12.6041
EIF2B3	EIF2B3	0	1	0	7.84244	7.84244
EIF2B4	EIF2B4	0	1	0	10.8475	10.8475
EIF2B5	EIF2B5	0	1	0	13.9844	13.9844
EIF2D	EIF2D	0	1	0	26.1837	26.1837
EIF2S1	EIF2S1	0	1	0	31.2873	31.2873
EIF2S2	EIF2S2	0	1	0	102.089	102.089
EIF2S3	EIF2S3	0	1	0	67.7509	67.7509
EIF3A	EIF3A	0	1	0	60.0852	60.0852
EIF3B	EIF3B	0	1	0	48.0159	48.0159
EIF3C	EIF3C	0	1	0	156.035	156.035
EIF3CL	EIF3CL	0	1	0	176.23	176.23
EIF3D	EIF3D	0	1	0	123.013	123.013
EIF3E	EIF3E	0	1	0	172.997	172.997
EIF3F	EIF3F	0	1	0	97.1685	97.1685
EIF3G	EIF3G	0	1	0	54.3749	54.3749
EIF3H	EIF3H	0	1	0	127.381	127.381
EIF3I	EIF3I	0	1	0	114.835	114.835
EIF3IP1	EIF3IP1	0	1	0	0	0
EIF3J	EIF3J	0	1	0	38.1568	38.1568
EIF3J-AS1	EIF3J-AS1	0	1	0	5.49886	5.49886
EIF3K	EIF3K	0	1	0	159.564	159.564
EIF3L	EIF3L	0	1	0	245.061	245.061
EIF3M	EIF3M	0	1	0	103.098	103.098
EIF4A1	EIF4A1	0	1	0	153.726	153.726
EIF4A2	EIF4A2	0	1	0	102.434	102.434
EIF4A3	EIF4A3	0	1	0	19.8445	19.8445
EIF4B	EIF4B	0	1	0	418.748	418.748
EIF4E	EIF4E	0	1	0	16.8973	16.8973
EIF4E1B	EIF4E1B	0	1	0	0	0
EIF4E2	EIF4E2	0	1	0	11.6755	11.6755
EIF4E3	EIF4E3	0	1	0	2.33796	2.33796
EIF4EBP1	EIF4EBP1	0	1	0	121.182	121.182
EIF4EBP2	EIF4EBP2	0	1	0	6.66157	6.66157
EIF4EBP3	EIF4EBP3	0	1	0	9.29068	9.29068
EIF4ENIF1	EIF4ENIF1	0	1	0	3.64482	3.64482
EIF4G1	EIF4G1	0	1	0	50.5838	50.5838
EIF4G2	EIF4G2	0	1	0	98.7996	98.7996
EIF4G3	EIF4G3	0	1	0	8.9729	8.9729
EIF4H	EIF4H	0	1	0	228.443	228.443
EIF5	EIF5	0	1	0	46.1536	46.1536
EIF5A	EIF5A	0	1	0	119.486	119.486
EIF5A2	EIF5A2	0	1	0	3.69337	3.69337
EIF5AL1	EIF5AL1	0	1	0	37.5978	37.5978
EIF5B	EIF5B	0	1	0	7.11579	7.11579
EIF6	EIF6	0	1	0	89.0731	89.0731
ELAC1	ELAC1	0	1	0	1.04545	1.04545
ELAC2	ELAC2	0	1	0	16.1709	16.1709
ELANE	ELANE	0	1	0	0	0
ELAVL1	ELAVL1	0	1	0	8.98268	8.98268
ELAVL2	ELAVL2	0	1	0	10.343	10.343
ELAVL3	ELAVL3	0	1	0	0.0149583	0.0149583
ELAVL4	ELAVL4	0	1	0	0	0
ELDR	ELDR	0	1	0	0.0496701	0.0496701
ELF1	ELF1	0	1	0	11.045	11.045
ELF2	ELF2	0	1	0	20.2694	20.2694
ELF3	ELF3	0	1	0	2.42293	2.42293
ELF4	ELF4	0	1	0	4.70506	4.70506
ELF5	ELF5	0	1	0	0.018132	0.018132
ELFN1	ELFN1	0	1	0	0.00623863	0.00623863
ELFN1-AS1	ELFN1-AS1	0	1	0	0	0
ELFN2	ELFN2	0	1	0	0.308079	0.308079
ELK1	ELK1	0	1	0	10.2564	10.2564
ELK2AP	ELK2AP	0	1	0	0	0
ELK3	ELK3	0	1	0	3.51639	3.51639
ELK4	ELK4	0	1	0	5.43868	5.43868
ELL	ELL	0	1	0	3.83189	3.83189
ELL2	ELL2	0	1	0	28.8935	28.8935
ELL3	ELL3	0	1	0	3.32552	3.32552
ELMO1	ELMO1	0	1	0	0.00693448	0.00693448
ELMO1-AS1	ELMO1-AS1	0	1	0	0	0
ELMO2	ELMO2	0	1	0	11.4189	11.4189
ELMO3	ELMO3	0	1	0	8.61495	8.61495
ELMOD1	ELMOD1	0	1	0	0.0936608	0.0936608
ELMOD2	ELMOD2	0	1	0	14.9526	14.9526
ELMOD3	ELMOD3	0	1	0	4.26922	4.26922
ELMSAN1	ELMSAN1	0	1	0	3.28814	3.28814
ELN	ELN	0	1	0	0.0116754	0.0116754
ELOF1	ELOF1	0	1	0	29.4847	29.4847
ELOVL1	ELOVL1	0	1	0	25.6062	25.6062
ELOVL2	ELOVL2	0	1	0	0	0
ELOVL2-AS1	ELOVL2-AS1	0	1	0	0	0
ELOVL3	ELOVL3	0	1	0	0.0822584	0.0822584
ELOVL4	ELOVL4	0	1	0	2.21243	2.21243
ELOVL5	ELOVL5	0	1	0	26.8571	26.8571
ELOVL6	ELOVL6	0	1	0	7.91471	7.91471
ELOVL7	ELOVL7	0	1	0	6.92348	6.92348
ELP2	ELP2	0	1	0	8.87439	8.87439
ELP3	ELP3	0	1	0	15.5774	15.5774
ELP4	ELP4	0	1	0	6.60722	6.60722
ELP5	ELP5	0	1	0	11.6725	11.6725
ELP6	ELP6	0	1	0	9.20646	9.20646
ELSPBP1	ELSPBP1	0	1	0	0	0
ELTD1	ELTD1	0	1	0	0.00645066	0.00645066
EMB	EMB	0	1	0	51.853	51.853
EMBP1	EMBP1	0	1	0	18.2412	18.2412
EMC1	EMC1	0	1	0	18.6697	18.6697
EMC10	EMC10	0	1	0	20.5153	20.5153
EMC2	EMC2	0	1	0	14.4822	14.4822
EMC3	EMC3	0	1	0	33.8502	33.8502
EMC3-AS1	EMC3-AS1	0	1	0	5.05186	5.05186
EMC4	EMC4	0	1	0	82.0083	82.0083
EMC6	EMC6	0	1	0	10.9683	10.9683
EMC7	EMC7	0	1	0	50.4144	50.4144
EMC8	EMC8	0	1	0	13.3909	13.3909
EMC9	EMC9	0	1	0	8.86269	8.86269
EMCN	EMCN	0	1	0	0.00578275	0.00578275
EMD	EMD	0	1	0	28.2964	28.2964
EME1	EME1	0	1	0	11.2262	11.2262
EME2	EME2	0	1	0	1.12629	1.12629
EMG1	EMG1	0	1	0	35.3229	35.3229
EMID1	EMID1	0	1	0	0.0442139	0.0442139
EMILIN1	EMILIN1	0	1	0	0.100932	0.100932
EMILIN2	EMILIN2	0	1	0	0.611429	0.611429
EMILIN3	EMILIN3	0	1	0	2.07402	2.07402
EML1	EML1	0	1	0	0.366702	0.366702
EML2	EML2	0	1	0	23.1717	23.1717
EML3	EML3	0	1	0	5.3575	5.3575
EML4	EML4	0	1	0	10.0044	10.0044
EML5	EML5	0	1	0	0.397167	0.397167
EML6	EML6	0	1	0	0.330016	0.330016
EMP1	EMP1	0	1	0	32.6946	32.6946
EMP2	EMP2	0	1	0	16.3518	16.3518
EMP3	EMP3	0	1	0	13.7704	13.7704
EMR1	EMR1	0	1	0	0	0
EMR2	EMR2	0	1	0	0.306838	0.306838
EMR3	EMR3	0	1	0	0	0
EMR4P	EMR4P	0	1	0	0.042725	0.042725
EMX1	EMX1	0	1	0	0.0320086	0.0320086
EMX2	EMX2	0	1	0	0.0080611	0.0080611
EMX2OS	EMX2OS	0	1	0	0	0
EN1	EN1	0	1	0	0	0
EN2	EN2	0	1	0	0.0550102	0.0550102
ENAH	ENAH	0	1	0	11.4314	11.4314
ENAM	ENAM	0	1	0	0	0
ENC1	ENC1	0	1	0	7.03038	7.03038
ENDOD1	ENDOD1	0	1	0	16.6494	16.6494
ENDOG	ENDOG	0	1	0	22.0605	22.0605
ENDOU	ENDOU	0	1	0	0.00949367	0.00949367
ENDOV	ENDOV	0	1	0	1.61287	1.61287
ENG	ENG	0	1	0	3.11402	3.11402
ENGASE	ENGASE	0	1	0	5.5791	5.5791
ENHO	ENHO	0	1	0	0.0866232	0.0866232
ENKD1	ENKD1	0	1	0	9.62334	9.62334
ENKUR	ENKUR	0	1	0	0.0686983	0.0686983
ENO1	ENO1	0	1	0	298.597	298.597
ENO1-AS1	ENO1-AS1	0	1	0	0.418743	0.418743
ENO2	ENO2	0	1	0	1.69571	1.69571
ENO3	ENO3	0	1	0	2.40023	2.40023
ENO4	ENO4	0	1	0	0.162966	0.162966
ENOPH1	ENOPH1	0	1	0	27.1807	27.1807
ENOSF1	ENOSF1	0	1	0	5.60836	5.60836
ENOX1	ENOX1	0	1	0	0.149455	0.149455
ENOX1-AS2	ENOX1-AS2	0	1	0	0	0
ENOX2	ENOX2	0	1	0	3.56332	3.56332
ENPEP	ENPEP	0	1	0	0	0
ENPP1	ENPP1	0	1	0	0.0533276	0.0533276
ENPP2	ENPP2	0	1	0	0.0135845	0.0135845
ENPP3	ENPP3	0	1	0	0	0
ENPP4	ENPP4	0	1	0	0.703341	0.703341
ENPP5	ENPP5	0	1	0	1.58924	1.58924
ENPP6	ENPP6	0	1	0	0	0
ENPP7	ENPP7	0	1	0	0	0
ENSA	ENSA	0	1	0	30.3343	30.3343
ENTHD1	ENTHD1	0	1	0	0	0
ENTHD2	ENTHD2	0	1	0	4.20556	4.20556
ENTPD1	ENTPD1	0	1	0	2.25233	2.25233
ENTPD1-AS1	ENTPD1-AS1	0	1	0	0.175279	0.175279
ENTPD2	ENTPD2	0	1	0	1.0672	1.0672
ENTPD3	ENTPD3	0	1	0	0.417266	0.417266
ENTPD3-AS1	ENTPD3-AS1	0	1	0	0.43507	0.43507
ENTPD4	ENTPD4	0	1	0	12.5533	12.5533
ENTPD5	ENTPD5	0	1	0	2.67874	2.67874
ENTPD6	ENTPD6	0	1	0	25.272	25.272
ENTPD7	ENTPD7	0	1	0	2.18577	2.18577
ENTPD8	ENTPD8	0	1	0	0.346707	0.346707
ENY2	ENY2	0	1	0	8.73866	8.73866
EOGT	EOGT	0	1	0	12.6431	12.6431
EOMES	EOMES	0	1	0	0.886598	0.886598
EP300	EP300	0	1	0	2.74725	2.74725
EP300-AS1	EP300-AS1	0	1	0	0.983302	0.983302
EP400	EP400	0	1	0	1.33053	1.33053
EP400NL	EP400NL	0	1	0	0.69777	0.69777
EPAS1	EPAS1	0	1	0	17.1178	17.1178
EPB41	EPB41	0	1	0	6.12935	6.12935
EPB41L1	EPB41L1	0	1	0	1.60678	1.60678
EPB41L2	EPB41L2	0	1	0	6.46701	6.46701
EPB41L3	EPB41L3	0	1	0	0.0265283	0.0265283
EPB41L4A	EPB41L4A	0	1	0	4.9497	4.9497
EPB41L4A-AS1	EPB41L4A-AS1	0	1	0	60.1611	60.1611
EPB41L4A-AS2	EPB41L4A-AS2	0	1	0	0.551061	0.551061
EPB41L4B	EPB41L4B	0	1	0	11.0003	11.0003
EPB41L5	EPB41L5	0	1	0	3.49645	3.49645
EPB42	EPB42	0	1	0	0.0275728	0.0275728
EPC1	EPC1	0	1	0	4.54151	4.54151
EPC2	EPC2	0	1	0	8.24543	8.24543
EPCAM	EPCAM	0	1	0	45.7795	45.7795
EPDR1	EPDR1	0	1	0	1.11981	1.11981
EPG5	EPG5	0	1	0	1.60866	1.60866
EPGN	EPGN	0	1	0	4.2284	4.2284
EPHA1	EPHA1	0	1	0	5.96986	5.96986
EPHA1-AS1	EPHA1-AS1	0	1	0	0.274592	0.274592
EPHA10	EPHA10	0	1	0	0.0386564	0.0386564
EPHA2	EPHA2	0	1	0	29.8702	29.8702
EPHA3	EPHA3	0	1	0	0.0174895	0.0174895
EPHA4	EPHA4	0	1	0	1.48204	1.48204
EPHA5	EPHA5	0	1	0	0.106815	0.106815
EPHA5-AS1	EPHA5-AS1	0	1	0	0.13884	0.13884
EPHA6	EPHA6	0	1	0	0.0101787	0.0101787
EPHA7	EPHA7	0	1	0	19.5793	19.5793
EPHA8	EPHA8	0	1	0	0.289168	0.289168
EPHB1	EPHB1	0	1	0	0.0199743	0.0199743
EPHB2	EPHB2	0	1	0	11.9913	11.9913
EPHB3	EPHB3	0	1	0	3.00386	3.00386
EPHB4	EPHB4	0	1	0	31.157	31.157
EPHB6	EPHB6	0	1	0	1.17329	1.17329
EPHX1	EPHX1	0	1	0	3.78753	3.78753
EPHX2	EPHX2	0	1	0	0.666998	0.666998
EPHX3	EPHX3	0	1	0	0	0
EPHX4	EPHX4	0	1	0	0.0808903	0.0808903
EPM2A	EPM2A	0	1	0	1.07798	1.07798
EPM2AIP1	EPM2AIP1	0	1	0	2.94362	2.94362
EPN1	EPN1	0	1	0	8.4637	8.4637
EPN2	EPN2	0	1	0	7.72049	7.72049
EPN2-AS1	EPN2-AS1	0	1	0	0.117706	0.117706
EPN2-IT1	EPN2-IT1	0	1	0	0.197839	0.197839
EPN3	EPN3	0	1	0	1.90826	1.90826
EPO	EPO	0	1	0	0	0
EPOR	EPOR	0	1	0	1.1885	1.1885
EPPIN	EPPIN	0	1	0	0	0
EPPIN-WFDC6	EPPIN-WFDC6	0	1	0	0	0
EPPK1	EPPK1	0	1	0	6.87045	6.87045
EPRS	EPRS	0	1	0	56.889	56.889
EPS15	EPS15	0	1	0	9.35841	9.35841
EPS15L1	EPS15L1	0	1	0	3.01327	3.01327
EPS8	EPS8	0	1	0	5.73615	5.73615
EPS8L1	EPS8L1	0	1	0	2.7314	2.7314
EPS8L2	EPS8L2	0	1	0	31.305	31.305
EPS8L3	EPS8L3	0	1	0	0	0
EPSTI1	EPSTI1	0	1	0	1.96911	1.96911
EPT1	EPT1	0	1	0	7.36906	7.36906
EPX	EPX	0	1	0	0.180436	0.180436
EPYC	EPYC	0	1	0	0	0
EQTN	EQTN	0	1	0	0.157736	0.157736
ERAL1	ERAL1	0	1	0	12.8813	12.8813
ERAP1	ERAP1	0	1	0	12.924	12.924
ERAP2	ERAP2	0	1	0	11.4878	11.4878
ERAS	ERAS	0	1	0	0.0847879	0.0847879
ERBB2	ERBB2	0	1	0	14.0274	14.0274
ERBB2IP	ERBB2IP	0	1	0	27.6949	27.6949
ERBB3	ERBB3	0	1	0	2.552	2.552
ERBB4	ERBB4	0	1	0	0	0
ERC1	ERC1	0	1	0	6.83679	6.83679
ERC2	ERC2	0	1	0	0.0304565	0.0304565
ERC2-IT1	ERC2-IT1	0	1	0	0	0
ERCC1	ERCC1	0	1	0	42.5619	42.5619
ERCC2	ERCC2	0	1	0	5.45154	5.45154
ERCC3	ERCC3	0	1	0	13.3788	13.3788
ERCC4	ERCC4	0	1	0	2.53096	2.53096
ERCC5	ERCC5	0	1	0	14.0984	14.0984
ERCC6	ERCC6	0	1	0	4.33775	4.33775
ERCC6-PGBD3	ERCC6-PGBD3	0	1	0	4.23707	4.23707
ERCC6L	ERCC6L	0	1	0	2.65801	2.65801
ERCC6L2	ERCC6L2	0	1	0	9.90238	9.90238
ERCC8	ERCC8	0	1	0	9.1915	9.1915
EREG	EREG	0	1	0	0.74151	0.74151
ERF	ERF	0	1	0	31.3711	31.3711
ERG	ERG	0	1	0	0.00911437	0.00911437
ERGIC1	ERGIC1	0	1	0	70.0984	70.0984
ERGIC2	ERGIC2	0	1	0	23.1085	23.1085
ERGIC3	ERGIC3	0	1	0	172.934	172.934
ERH	ERH	0	1	0	47.6225	47.6225
ERI1	ERI1	0	1	0	7.71926	7.71926
ERI2	ERI2	0	1	0	5.82098	5.82098
ERI3	ERI3	0	1	0	24.9522	24.9522
ERI3-IT1	ERI3-IT1	0	1	0	0.500249	0.500249
ERICH1	ERICH1	0	1	0	4.50039	4.50039
ERICH1-AS1	ERICH1-AS1	0	1	0	0	0
ERICH2	ERICH2	0	1	0	0.878744	0.878744
ERICH3	ERICH3	0	1	0	0	0
ERICH4	ERICH4	0	1	0	0.0246775	0.0246775
ERICH5	ERICH5	0	1	0	0.165674	0.165674
ERICH6	ERICH6	0	1	0	0.0227423	0.0227423
ERICH6B	ERICH6B	0	1	0	0	0
ERLEC1	ERLEC1	0	1	0	16.365	16.365
ERLIN1	ERLIN1	0	1	0	23.9486	23.9486
ERLIN2	ERLIN2	0	1	0	14.6272	14.6272
ERMAP	ERMAP	0	1	0	3.70851	3.70851
ERMARD	ERMARD	0	1	0	6.40883	6.40883
ERMN	ERMN	0	1	0	0	0
ERMP1	ERMP1	0	1	0	9.96564	9.96564
ERN1	ERN1	0	1	0	2.09259	2.09259
ERN2	ERN2	0	1	0	0.0773866	0.0773866
ERO1L	ERO1L	0	1	0	21.4689	21.4689
ERO1LB	ERO1LB	0	1	0	0.87301	0.87301
ERP27	ERP27	0	1	0	0.0303971	0.0303971
ERP29	ERP29	0	1	0	91.778	91.778
ERP44	ERP44	0	1	0	16.7546	16.7546
ERRFI1	ERRFI1	0	1	0	44.8844	44.8844
ERV3-1	ERV3-1	0	1	0	0.643308	0.643308
ERVFRD-1	ERVFRD-1	0	1	0	0.310889	0.310889
ERVK13-1	ERVK13-1	0	1	0	2.06397	2.06397
ERVMER34-1	ERVMER34-1	0	1	0	0.946311	0.946311
ERVV-1	ERVV-1	0	1	0	0.0375019	0.0375019
ERVV-2	ERVV-2	0	1	0	0.0376228	0.0376228
ESAM	ESAM	0	1	0	0.0374718	0.0374718
ESCO1	ESCO1	0	1	0	10.7722	10.7722
ESCO2	ESCO2	0	1	0	2.25246	2.25246
ESD	ESD	0	1	0	47.8846	47.8846
