# This file is generated by gfold V1.1.2 on Tue Jun 27 20:12:51 2017
# Normalization constants :
#    RWPE1	42835828	1
#    HPr1	45779416	1.1805
# The GFOLD value could be considered as a reliable log2 fold change.
# It is positive/negative if the gene is up/down regulated.
# A gene with zero GFOLD value should never be considered as 
# differentially expressed. For a comprehensive description of 
# GFOLD, please refer to the manual.
#GeneSymbol	GeneName	GFOLD(0.01)	E-FDR	log2fdc	1stRPKM	2ndRPKM
		0	1	-0.239398	0	0
CPA6	CPA6	1.94999	1	4.805	0	0.367124
CPAMD8	CPAMD8	0	1	0.549098	0.0389862	0.065663
CPB1	CPB1	0	1	-0.239398	0	0
CPB2	CPB2	0	1	0.760602	0.0528764	0.111322
CPB2-AS1	CPB2-AS1	0	1	0.0236363	0.0266191	0.0311344
CPD	CPD	-0.388046	1	-0.449736	16.1625	13.0712
CPE	CPE	0.590074	1	0.787759	4.03825	7.71013
CPEB1	CPEB1	-0.391724	1	-1.27502	0.233566	0.10381
CPEB2	CPEB2	-0.855703	1	-1.07525	2.16264	1.13232
CPEB2-AS1	CPEB2-AS1	0	1	-1.65444	0.100254	0.0268023
CPEB3	CPEB3	-0.307982	1	-0.589783	1.2389	0.908496
CPEB4	CPEB4	-0.810694	1	-0.966176	3.67197	2.07501
CPED1	CPED1	0	1	0.549098	0.0416354	0.0701248
CPLX1	CPLX1	0	1	0.567957	0.0327266	0.0612445
CPLX2	CPLX2	0	1	-1.2394	0.00473144	0
CPLX3	CPLX3	0	1	-0.239398	0	0
CPLX4	CPLX4	0	1	-0.239398	0	0
CPM	CPM	1.71999	1	2.1887	0.187426	0.958065
CPN1	CPN1	0	1	-0.239398	0	0
CPN2	CPN2	0	1	-0.239398	0	0
CPNE1	CPNE1	-0.0533942	1	-0.116601	48.0297	48.9349
CPNE2	CPNE2	0.56889	1	0.756029	4.93394	9.21386
CPNE3	CPNE3	0.114421	1	0.178502	22.9514	28.6925
CPNE4	CPNE4	0	1	-0.502433	0.0258469	0.019348
CPNE5	CPNE5	0	1	0.760602	0	0.00654204
CPNE6	CPNE6	0	1	-0.239398	0.00966664	0.00904508
CPNE7	CPNE7	0.131127	1	0.292337	6.37878	8.63232
CPNE8	CPNE8	1.27986	1	1.53567	1.42997	4.59472
CPNE9	CPNE9	0	1	-1.82436	0.0227867	0
CPO	CPO	0	1	-2.82436	0.0965465	0
CPOX	CPOX	0.388704	1	0.517331	9.23801	14.611
CPPED1	CPPED1	-7.47894	1	-9.21381	3.81925	0.0035559
CPQ	CPQ	0	1	0.0453313	0.646807	0.739711
CPS1	CPS1	-5.53553	1	-6.41394	3.55192	0.0425185
CPS1-IT1	CPS1-IT1	0	1	0.345564	0.010128	0.0189535
CPSF1	CPSF1	0.274808	1	0.377704	9.06474	13.012
CPSF2	CPSF2	-0.0598836	1	-0.121049	26.6451	27.0637
CPSF3	CPSF3	0.105458	1	0.196461	23.0513	29.1801
CPSF3L	CPSF3L	0.0448613	1	0.148547	16.3388	20.0076
CPSF4	CPSF4	0	1	0.105026	15.444	18.3508
CPSF4L	CPSF4L	0	1	-0.0743389	1.15462	1.21542
CPSF6	CPSF6	-0.465564	1	-0.535416	18.105	13.7977
CPSF7	CPSF7	-0.271656	1	-0.378649	12.7911	10.8669
CPT1A	CPT1A	-0.86537	1	-0.949021	17.9396	10.2628
CPT1B	CPT1B	-0.656771	1	-0.791496	11.2251	7.16136
CPT1C	CPT1C	4.27601	1	4.77518	0.289124	8.9623
CPT2	CPT2	0.458579	1	0.611189	5.59102	9.43932
CPVL	CPVL	2.13706	1	2.42155	1.96838	11.7139
CPXCR1	CPXCR1	0	1	1.34556	0	0.0268188
CPXM1	CPXM1	0	1	-0.239398	0.00972706	0.00910162
CPXM2	CPXM2	0	1	-1.2394	0.00626878	0
CPZ	CPZ	0	1	-1.3769	0.193009	0.0773996
CR1	CR1	2.04202	1	4.88988	0	0.0745226
CR1L	CR1L	-0.278017	1	-0.73623	1.60123	1.0583
CR2	CR2	0	1	-0.239398	0	0
CRABP1	CRABP1	0	1	-0.239398	0	0
CRABP2	CRABP2	2.22512	1	2.42942	5.95657	35.5432
CRADD	CRADD	-0.795452	1	-1.06792	8.07641	4.24742
CRAMP1L	CRAMP1L	0	1	0.00623139	2.9147	3.23402
CRAT	CRAT	-0.24754	1	-0.40992	7.37423	6.13001
CRB1	CRB1	0	1	-0.824361	0.0334395	0.0195558
CRB2	CRB2	0	1	-0.286704	0.113215	0.102404
CRB3	CRB3	-0.417168	1	-0.659874	9.32953	6.51761
CRBN	CRBN	-0.840167	1	-1.00626	9.80289	5.3872
CRCP	CRCP	0.368806	1	0.465332	15.4621	23.5851
CRCT1	CRCT1	0	1	0.246029	0.302309	0.408591
CREB1	CREB1	0.457379	1	0.555329	4.38061	7.11227
CREB3	CREB3	-0.448037	1	-0.537608	39.3623	29.9512
CREB3L1	CREB3L1	0	1	2.56796	0	0.0483628
CREB3L2	CREB3L2	-0.0951109	1	-0.290972	1.82516	1.64773
CREB3L3	CREB3L3	0	1	-0.239398	0	0
CREB3L4	CREB3L4	-0.089256	1	-0.292057	6.67169	6.01855
CREB5	CREB5	0	1	-0.388776	0.158791	0.133723
CREBBP	CREBBP	-0.373542	1	-0.536599	2.14995	1.63679
CREBL2	CREBL2	-0.696391	1	-0.805817	14.1919	8.96556
CREBRF	CREBRF	-1.78244	1	-1.93448	5.39472	1.55723
CREBZF	CREBZF	-0.0767804	1	-0.154842	11.0761	10.9897
CREG1	CREG1	-0.527744	1	-0.62524	31.3802	22.4695
CREG2	CREG2	-2.9286	1	-3.3317	3.98899	0.432118
CRELD1	CRELD1	-0.733077	1	-0.905856	7.78703	4.58797
CRELD2	CRELD2	0.840321	1	1.05904	4.34419	10.0165
CREM	CREM	0	1	0.0495795	1.9666	2.24907
CRH	CRH	0	1	-0.239398	0	0
CRHBP	CRHBP	0	1	-0.239398	0	0
CRHR1	CRHR1	0	1	-0.239398	0	0
CRHR1-IT1	CRHR1-IT1	-0.618812	1	-0.960995	2.07214	1.17272
CRHR2	CRHR2	0	1	-0.239398	0.0195083	0.0182539
CRIM1	CRIM1	0.100593	1	0.145855	40.3117	49.2665
CRIP1	CRIP1	1.36353	1	1.60014	12.0143	40.3518
CRIP2	CRIP2	0.119649	1	0.20909	18.6101	23.7652
CRIP3	CRIP3	0	1	-0.824361	0.0488388	0.0228492
CRIPAK	CRIPAK	-0.300754	1	-1.00992	0.299496	0.162244
CRIPT	CRIPT	0	1	-0.122939	2.48265	2.5186
CRISP1	CRISP1	0	1	-0.239398	0	0
CRISP2	CRISP2	0	1	-0.239398	0	0
CRISP3	CRISP3	0	1	-0.976364	0.041576	0.0194514
CRISPLD1	CRISPLD1	1.67683	1	1.9909	0.656815	2.9014
CRISPLD2	CRISPLD2	0	1	0.497567	0.17805	0.280843
CRK	CRK	0	1	0.047255	38.2929	43.7081
CRKL	CRKL	-0.475872	1	-0.526047	43.472	33.3463
CRLF1	CRLF1	-0.732277	1	-1.17069	2.10933	1.02923
CRLF2	CRLF2	0	1	-0.239398	0	0
CRLF3	CRLF3	0	1	0.0103219	8.05682	8.96483
CRLS1	CRLS1	-0.137803	1	-0.25531	9.31073	8.61643
CRMP1	CRMP1	0.456779	1	0.923738	0.356256	0.752416
CRNDE	CRNDE	-5.00467	1	-6.44885	6.0664	0.0615321
CRNKL1	CRNKL1	0	1	0.00607269	9.97701	11.068
CRNN	CRNN	-4.58938	1	-6.22429	2.30643	0.0228373
CROCC	CROCC	0.34926	1	0.539951	1.69054	2.71736
CROCCP2	CROCCP2	0.26641	1	0.446075	7.38044	11.1138
CROCCP3	CROCCP3	1.03338	1	1.31174	0.808897	2.22589
CROT	CROT	0.408669	1	0.596749	2.7793	4.64695
CRP	CRP	0	1	-0.239398	0	0
CRSP8P	CRSP8P	0	1	-0.135187	18.2886	18.3957
CRTAC1	CRTAC1	0	1	-0.239398	0	0
CRTAM	CRTAM	0	1	-1.82436	0.0192774	0
CRTAP	CRTAP	-1.71036	1	-1.77607	35.3631	11.4031
CRTC1	CRTC1	0	1	-0.0114462	0.737876	0.809148
CRTC2	CRTC2	0.00648517	1	0.329263	1.54296	2.14524
CRTC3	CRTC3	-0.83482	1	-0.990002	5.50836	3.06172
CRX	CRX	0	1	-0.239398	0	0
CRY1	CRY1	0.178891	1	0.328724	5.89648	8.18316
CRY2	CRY2	-0.360255	1	-0.539673	4.14736	3.15056
CRYAA	CRYAA	0	1	-0.239398	0	0
CRYAB	CRYAB	-2.03238	1	-2.79883	2.3927	0.363056
CRYBA1	CRYBA1	-0.0873937	1	-0.101895	0.265955	0.276505
CRYBA2	CRYBA2	0	1	-0.976364	0.105514	0.0493647
CRYBA4	CRYBA4	0	1	1.34556	0	0.053869
CRYBB1	CRYBB1	0	1	-1.2394	0.0253474	0
CRYBB2	CRYBB2	-0.151934	1	-0.156936	0.48954	0.486692
CRYBB2P1	CRYBB2P1	0.0971854	1	0.370858	3.79491	5.42823
CRYBB3	CRYBB3	0	1	-0.753971	0.243458	0.151869
CRYBG3	CRYBG3	0.0611264	1	0.153303	5.05025	6.20454
CRYGA	CRYGA	0	1	-0.239398	0	0
CRYGB	CRYGB	0	1	-0.239398	0	0
CRYGC	CRYGC	0	1	-0.239398	0	0
CRYGD	CRYGD	0	1	-0.239398	0	0
CRYGN	CRYGN	0	1	-1.2394	0.032289	0
CRYGS	CRYGS	0	1	-0.200924	0.998121	0.959885
CRYL1	CRYL1	0.217169	1	0.495045	3.54607	5.5301
CRYM	CRYM	0	1	0.760602	0.0310026	0.0725228
CRYM-AS1	CRYM-AS1	0	1	0.00160996	0.547147	0.606774
CRYZ	CRYZ	0.623399	1	0.775656	7.23764	13.6963
CRYZL1	CRYZL1	-0.346453	1	-0.652701	3.76796	2.64426
CS	CS	-0.147633	1	-0.230227	25.8238	24.3175
CSAD	CSAD	-0.519195	1	-0.753137	3.80339	2.49046
CSAG1	CSAG1	0	1	2.56796	0	0.149787
CSAG3	CSAG3	1.69058	1	4.56796	0	0.696322
CSAG4	CSAG4	0	1	2.56796	0	0.174055
CSDC2	CSDC2	0	1	-0.824361	0.0461363	0.0259018
CSDE1	CSDE1	-0.432119	1	-0.462606	142.051	113.864
CSE1L	CSE1L	0.285077	1	0.32176	90.1937	124.523
CSF1	CSF1	0	1	-0.161746	2.05663	2.03106
CSF1R	CSF1R	0.0763186	1	0.760602	0.191542	0.363884
CSF2	CSF2	3.58765	1	6.36051	0	2.67135
CSF2RA	CSF2RA	0	1	-0.239398	0	0
CSF2RB	CSF2RB	0	1	-1.82436	0.00963473	0
CSF3	CSF3	0	1	0.461042	0.0924291	0.148262
CSF3R	CSF3R	0	1	0.760602	0.0066891	0.018777
CSGALNACT1	CSGALNACT1	-2.05221	1	-2.80011	0.558903	0.0849261
CSGALNACT2	CSGALNACT2	0	1	-0.0038207	4.81269	5.30304
CSH1	CSH1	0	1	-0.239398	0	0
CSH2	CSH2	0	1	-0.239398	0	0
CSHL1	CSHL1	0	1	-0.239398	0	0
CSK	CSK	0.228678	1	0.335548	13.9473	19.4442
CSMD1	CSMD1	0	1	-0.239398	0	0
CSMD2	CSMD2	0	1	-1.2394	0.0117396	0.00470773
CSMD2-AS1	CSMD2-AS1	0	1	-0.239398	0	0
CSMD3	CSMD3	1.15359	1	1.58813	0.12238	0.410605
CSN1S1	CSN1S1	0	1	-0.239398	0	0
CSN1S2AP	CSN1S2AP	0	1	-0.239398	0	0
CSN1S2BP	CSN1S2BP	0	1	-0.239398	0	0
CSN2	CSN2	0	1	-0.239398	0	0
CSN3	CSN3	0	1	-0.239398	0	0
CSNK1A1	CSNK1A1	-0.604427	1	-0.638235	190.568	135.244
CSNK1A1L	CSNK1A1L	-0.330138	1	-0.676666	2.10638	1.45323
CSNK1A1P1	CSNK1A1P1	0	1	-1.82436	0.0690679	0.0129254
CSNK1D	CSNK1D	0.10993	1	0.196847	15.8915	20.1219
CSNK1E	CSNK1E	-0.109989	1	-0.187014	26.0389	25.2658
CSNK1G1	CSNK1G1	-0.197194	1	-0.266354	13.5929	12.4834
CSNK1G2	CSNK1G2	0	1	-0.00464567	16.1421	17.7745
CSNK1G2-AS1	CSNK1G2-AS1	0	1	1.43867	0.0711194	0.249549
CSNK1G3	CSNK1G3	-1.00104	1	-1.10041	15.6832	8.07735
CSNK2A1	CSNK2A1	-0.430505	1	-0.48793	61.4245	48.3785
CSNK2A2	CSNK2A2	-0.730416	1	-0.863738	22.472	13.636
CSNK2A3	CSNK2A3	-0.409053	1	-0.462699	139.674	111.95
CSNK2B	CSNK2B	0	1	-0.239398	0	0
CSPG4	CSPG4	0.413984	1	0.84122	0.242179	0.482199
CSPG4P1Y	CSPG4P1Y	0	1	0.760602	0	0.0274766
CSPG5	CSPG5	0	1	-0.290024	0.252378	0.227716
CSPP1	CSPP1	0	1	0.118593	2.50973	3.01092
CSRNP1	CSRNP1	0	1	0.010798	4.40098	4.89911
CSRNP2	CSRNP2	0	1	0.0888345	5.43656	6.38778
CSRNP3	CSRNP3	1.30019	1	1.63187	0.236552	0.81461
CSRP1	CSRP1	0.5563	1	0.636689	26.8407	46.1034
CSRP2	CSRP2	1.48061	1	1.68975	8.08393	28.8746
CSRP2BP	CSRP2BP	-0.564454	1	-0.666231	15.3914	10.7119
CSRP3	CSRP3	0	1	-0.239398	0	0
CST1	CST1	0	1	-0.239398	0	0
CST11	CST11	0	1	-0.239398	0	0
CST13P	CST13P	0	1	-1.82436	0.0403543	0
CST2	CST2	0	1	-0.239398	0	0
CST3	CST3	1.32365	1	1.38846	33.3866	96.5668
CST4	CST4	0	1	-0.239398	0	0
CST5	CST5	0	1	-0.239398	0	0
CST6	CST6	0.648757	1	1.19029	1.84	4.69877
CST7	CST7	0	1	1.08253	0.0251021	0.0939522
CST8	CST8	0	1	-0.239398	0	0
CST9	CST9	0	1	-0.239398	0	0
CST9L	CST9L	0	1	-0.239398	0	0
CSTA	CSTA	0.534624	1	0.614469	76.8943	130.06
CSTB	CSTB	0.401974	1	0.518639	32.3849	51.2634
CSTF1	CSTF1	-0.0977548	1	-0.17674	32.0948	31.3645
CSTF2	CSTF2	0.374447	1	0.535896	7.81639	12.5256
CSTF2T	CSTF2T	-0.132315	1	-0.221923	15.8416	15.0037
CSTF3	CSTF3	-0.594407	1	-0.73552	9.92949	6.58544
CSTF3-AS1	CSTF3-AS1	0.0885217	1	1.83099	0.04533	0.212076
CSTL1	CSTL1	0	1	-0.239398	0	0
CT45A1	CT45A1	0	1	1.34556	0	0.0424978
CT45A2	CT45A2	0	1	1.34556	0	0.0432981
CT45A3	CT45A3	0	1	1.34556	0	0.043341
CT45A4	CT45A4	0	1	1.34556	0	0.043341
CT45A5	CT45A5	0	1	1.34556	0	0.0326515
CT45A6	CT45A6	0	1	2.08253	0	0.043341
CT47A1	CT47A1	0	1	-0.239398	0	0
CT47A10	CT47A10	0	1	-0.239398	0	0
CT47A11	CT47A11	0	1	-0.239398	0	0
CT47A12	CT47A12	0	1	-0.239398	0	0
CT47A2	CT47A2	0	1	-0.239398	0	0
CT47A3	CT47A3	0	1	-0.239398	0	0
CT47A4	CT47A4	0	1	-0.239398	0	0
CT47A5	CT47A5	0	1	-0.239398	0	0
CT47A6	CT47A6	0	1	-0.239398	0	0
CT47A7	CT47A7	0	1	-0.239398	0	0
CT47A8	CT47A8	0	1	-0.239398	0	0
CT47A9	CT47A9	0	1	-0.239398	0	0
CT47B1	CT47B1	0	1	-0.239398	0	0
CT55	CT55	0	1	-2.56133	0.0432114	0
CT62	CT62	1.61847	1	2.48307	0.178498	1.16914
CT83	CT83	0	1	-0.239398	0	0
CTAG1A	CTAG1A	0	1	-0.239398	0	0
CTAG1B	CTAG1B	0	1	-0.239398	0	0
CTAG2	CTAG2	0	1	-0.239398	0	0
CTAGE1	CTAGE1	-0.224846	1	-0.730384	0.557249	0.369549
CTAGE10P	CTAGE10P	0	1	-0.636734	0.416313	0.293996
CTAGE11P	CTAGE11P	-0.149456	1	-0.664283	0.861339	0.598235
CTAGE15	CTAGE15	-0.147352	1	-0.242283	22.5779	21.0839
CTAGE4	CTAGE4	-0.156163	1	-0.233634	33.3017	31.2852
CTAGE5	CTAGE5	-1.01104	1	-1.14323	10.4666	5.23181
CTAGE6	CTAGE6	-0.0679329	1	-0.162604	21.4858	21.2038
CTAGE7P	CTAGE7P	0	1	-0.29994	0.594145	0.532778
CTAGE8	CTAGE8	-0.211374	1	-0.284053	32.4923	29.4762
CTAGE9	CTAGE9	-0.246472	1	-0.331874	28.88	25.3447
CTB-113P19.1	CTB-113P19.1	0	1	1.34556	0	0.0221765
CTB-118N6.3	CTB-118N6.3	-0.0694718	1	-0.0873951	0.193133	0.203304
CTB-12O2.1	CTB-12O2.1	0	1	-1.2394	0.0579279	0
CTB-174D11.1	CTB-174D11.1	0	1	0.760602	0	0.0251368
CTB-178M22.2	CTB-178M22.2	0	1	-2.2394	0.135202	0
CTB-7E3.1	CTB-7E3.1	0	1	-0.239398	0	0
CTBP1	CTBP1	0.256286	1	0.33771	26.5416	37.0545
CTBP1-AS	CTBP1-AS	0.351457	1	0.509256	4.2773	6.72854
CTBP1-AS2	CTBP1-AS2	0.0170856	1	0.223511	3.59337	4.63716
CTBP2	CTBP2	0.121253	1	0.187964	17.8848	22.5058
CTBS	CTBS	0.394522	1	0.62266	2.46925	4.20535
CTC-338M12.4	CTC-338M12.4	-0.598796	1	-0.915454	6.56793	3.83831
CTC-360P9.3	CTC-360P9.3	0	1	-0.239398	0	0
CTC-436P18.1	CTC-436P18.1	0	1	0.40793	3.24455	4.77603
CTC1	CTC1	0.245045	1	0.432369	1.70003	2.53589
CTCF	CTCF	-0.391733	1	-0.48166	17.9663	14.2115
CTCFL	CTCFL	0	1	-0.239398	0	0
CTD-2151A2.1	CTD-2151A2.1	0	1	-0.432043	0.158194	0.126876
CTD-2194D22.4	CTD-2194D22.4	0	1	-0.239398	0	0
CTD-2201E9.1	CTD-2201E9.1	0	1	-0.239398	0	0
CTD-2201I18.1	CTD-2201I18.1	0	1	-0.741898	0.137525	0.0884693
CTD-2258A20.5	CTD-2258A20.5	0	1	-0.239398	0	0
CTD-2270F17.1	CTD-2270F17.1	0	1	-0.239398	0	0
CTD-2297D10.2	CTD-2297D10.2	0	1	-0.239398	0	0
CTD-2350J17.1	CTD-2350J17.1	0	1	-0.239398	0	0
CTD-3080P12.3	CTD-3080P12.3	0	1	-0.239398	0	0
CTDNEP1	CTDNEP1	0	1	0.0236363	5.14721	5.78186
CTDP1	CTDP1	-0.030981	1	-0.199472	4.75894	4.57806
CTDSP1	CTDSP1	0.214343	1	0.304797	19.3813	26.4484
CTDSP2	CTDSP2	-0.635248	1	-0.710019	22.2661	15.034
CTDSPL	CTDSPL	-1.20587	1	-1.2868	27.3956	12.4003
CTDSPL2	CTDSPL2	-0.767204	1	-0.84846	20.5238	12.5891
CTF1	CTF1	0	1	-0.239398	0.813706	0.761385
CTGF	CTGF	-0.45733	1	-0.538782	37.6329	28.6124
CTGLF12P	CTGLF12P	-0.405971	1	-0.51815	21.5441	16.6152
CTH	CTH	-0.11319	1	-0.561326	1.3527	1.01053
CTHRC1	CTHRC1	0.768278	1	1.49179	0.372278	1.19016
CTIF	CTIF	-0.494485	1	-0.632377	5.46508	3.89345
CTLA4	CTLA4	0	1	-0.239398	0	0
CTNNA1	CTNNA1	-0.627548	1	-0.662444	115.66	80.7167
CTNNA2	CTNNA2	0	1	-0.239398	0	0
CTNNA3	CTNNA3	0.739625	1	2.30492	0.00939888	0.0598029
CTNNAL1	CTNNAL1	0.188306	1	0.240955	62.6102	81.7335
CTNNB1	CTNNB1	0.177093	1	0.215206	84.0104	107.728
CTNNBIP1	CTNNBIP1	1.33866	1	1.43676	11.7777	35.2346
CTNNBL1	CTNNBL1	0.393384	1	0.521349	12.1614	19.2882
CTNND1	CTNND1	0.164448	1	0.211803	31.8962	40.8051
CTNND2	CTNND2	0	1	0.175639	0.00800856	0.0112404
CTNS	CTNS	0.420739	1	0.560167	4.74696	7.73483
CTPS1	CTPS1	0.79739	1	0.903484	10.472	21.6459
CTPS2	CTPS2	0.341168	1	0.513429	2.82509	4.45748
CTR9	CTR9	-0.634565	1	-0.786236	6.46875	4.14167
CTRB1	CTRB1	0	1	1.08253	0.0803152	0.225453
CTRB2	CTRB2	0	1	1.17564	0.0524605	0.171806
CTRC	CTRC	0	1	-0.239398	0	0
CTRL	CTRL	0.802991	1	1.69134	0.296256	1.10883
CTSA	CTSA	0.111293	1	0.20108	24.6725	31.3325
CTSB	CTSB	-0.682671	1	-0.724863	88.6804	59.2671
CTSC	CTSC	1.20167	1	1.2614	12.9664	34.3404
CTSD	CTSD	-1.97565	1	-2.02576	217.56	59.0083
CTSE	CTSE	2.709	1	4.51549	0.010478	0.519625
CTSF	CTSF	-1.10166	1	-1.27419	13.1214	5.987
CTSG	CTSG	0	1	0.760602	0	0.0236406
CTSH	CTSH	0.622913	1	0.71522	31.2052	56.6029
CTSK	CTSK	-0.222607	1	-0.76296	1.1737	0.760312
CTSL	CTSL	0.0305472	1	0.0970169	62.067	73.3312
CTSL3P	CTSL3P	0	1	-0.239398	0	0
CTSLP2	CTSLP2	0	1	-3.04675	0.12676	0
CTSLP8	CTSLP8	0	1	-0.239398	0	0
CTSO	CTSO	1.6281	1	2.14527	0.350214	1.74274
CTSS	CTSS	2.47097	1	3.22003	0.0966311	1.04778
CTSV	CTSV	-0.335089	1	-0.407242	23.4677	19.5465
CTSW	CTSW	0	1	0.67814	0.144105	0.269678
CTSZ	CTSZ	1.0226	1	1.09359	48.1217	113.457
CTTN	CTTN	0.675941	1	0.731886	38.4434	70.5316
CTTNBP2	CTTNBP2	0.26885	1	3.34556	0	0.0402551
CTTNBP2NL	CTTNBP2NL	0.49347	1	0.617564	4.4395	7.52688
CTU1	CTU1	-0.586678	1	-0.954168	2.37106	1.34775
CTU2	CTU2	0.169498	1	0.387313	5.21637	7.5433
CTXN1	CTXN1	0.468193	1	1.72743	0.184837	0.7264
CTXN2	CTXN2	0	1	-0.239398	0	0
CTXN3	CTXN3	0	1	-0.239398	0	0
CUBN	CUBN	0	1	-0.860887	0.0371704	0.0219665
CUEDC1	CUEDC1	0.961416	1	1.12263	3.41039	8.21113
CUEDC2	CUEDC2	-0.217717	1	-0.335732	32.6166	28.5468
CUL1	CUL1	0	1	0.0549742	19.3729	22.2319
CUL2	CUL2	0	1	0.0684768	8.92981	10.3444
CUL3	CUL3	-0.218714	1	-0.304621	10.5182	9.40671
CUL4A	CUL4A	0	1	-0.0339403	17.61	19.0004
CUL4B	CUL4B	0.102313	1	0.193493	9.64016	12.1782
CUL5	CUL5	-0.0926757	1	-0.183247	9.85042	9.58299
CUL7	CUL7	0.309522	1	0.436278	4.70987	7.04188
CUL9	CUL9	-0.0919835	1	-0.197827	5.95715	5.73715
CUTA	CUTA	0.597764	1	0.694625	35.2608	63.0539
CUTC	CUTC	0.120568	1	0.323197	7.74752	10.7144
CUX1	CUX1	-0.638503	1	-0.758091	2.85016	1.86108
CUX2	CUX2	-4.22555	1	-4.96892	1.53495	0.0510669
CUZD1	CUZD1	0	1	0.00502058	0.655584	0.728449
CWC15	CWC15	0.157262	1	0.288491	16.2896	21.9826
CWC22	CWC22	-0.0374636	1	-0.173327	8.50072	8.32719
CWC25	CWC25	0	1	-0.00419617	6.37998	7.02803
CWC27	CWC27	-0.972956	1	-1.08692	26.9701	14.02
CWF19L1	CWF19L1	0.0989097	1	0.21737	12.2266	15.7047
CWF19L2	CWF19L2	-0.100445	1	-0.252763	6.94154	6.43525
CWH43	CWH43	2.94183	1	3.43303	0.384022	4.67964
CX3CL1	CX3CL1	3.48188	1	4.07737	0.19258	3.7174
CX3CR1	CX3CR1	0	1	-1.2394	0.00638363	0
CXADR	CXADR	-0.341244	1	-0.44933	7.8485	6.34885
CXADRP2	CXADRP2	-0.00963517	1	-0.297858	2.62025	2.35406
CXADRP3	CXADRP3	0	1	0.704018	0.174	0.325623
CXCL1	CXCL1	0.184539	1	1.00161	0.411278	0.934595
CXCL10	CXCL10	6.46172	1	7.03158	0.537548	80.4415
CXCL11	CXCL11	4.23015	1	4.51839	1.86643	47.6036
CXCL12	CXCL12	0	1	-0.239398	0	0
CXCL13	CXCL13	0	1	-0.239398	0	0
CXCL14	CXCL14	-0.12392	1	-0.132483	0.141986	0.143928
CXCL16	CXCL16	1.35459	1	1.65706	1.42869	5.00172
CXCL17	CXCL17	0	1	1.34556	0	0.0512166
CXCL2	CXCL2	-0.910182	1	-1.2394	5.84109	2.72368
CXCL3	CXCL3	-0.17793	1	-0.525019	4.15066	3.1828
CXCL5	CXCL5	0	1	-0.239398	0	0
CXCL6	CXCL6	0.26885	1	3.34556	0	0.144836
CXCL8	CXCL8	0.509147	1	0.882937	1.53351	3.13886
CXCL9	CXCL9	0	1	1.7606	0	0.0257492
CXCR1	CXCR1	0	1	2.56796	0	0.0527205
CXCR2	CXCR2	0	1	3.08253	0	0.066869
CXCR2P1	CXCR2P1	0	1	-1.82436	0.0218586	0
CXCR3	CXCR3	0	1	0.0236363	0.0499892	0.0584686
CXCR4	CXCR4	0	1	-3.04675	0.0698602	0
CXCR5	CXCR5	0	1	0.315191	0.232923	0.323405
CXCR6	CXCR6	0	1	-0.528905	0.251021	0.190141
CXXC1	CXXC1	0.207572	1	0.365544	5.82443	8.29272
CXXC1P1	CXXC1P1	0	1	-0.239398	0	0
CXXC4	CXXC4	2.7878	1	4.46104	0.00837036	0.301538
CXXC5	CXXC5	0	1	-0.267143	1.67787	1.53979
CXorf21	CXorf21	0	1	-0.239398	0	0
CXorf22	CXorf22	0	1	-0.239398	0.0129227	0.0120918
CXorf23	CXorf23	-0.190376	1	-0.422789	1.59301	1.31225
CXorf28	CXorf28	1.30506	1	3.08253	0.0692728	0.93987
CXorf30	CXorf30	0	1	-0.239398	0	0
CXorf31	CXorf31	0	1	-0.239398	0.224471	0.210037
CXorf36	CXorf36	0	1	-1.2394	0.00353926	0
CXorf38	CXorf38	1.15259	1	1.30024	3.72421	10.1407
CXorf40A	CXorf40A	0	1	0.0544822	9.05321	10.3863
CXorf40B	CXorf40B	0	1	0.040193	22.8746	25.9844
CXorf49	CXorf49	0.454867	1	2.34556	0.0252241	0.200619
CXorf49B	CXorf49B	0.874517	1	3.84806	0	0.188818
CXorf51A	CXorf51A	0	1	-0.239398	0	0
CXorf51B	CXorf51B	0	1	-0.239398	0	0
CXorf56	CXorf56	-0.0353415	1	-0.189357	8.96185	8.68189
CXorf57	CXorf57	0.235383	1	0.45679	2.18261	3.31239
CXorf58	CXorf58	0	1	0.760602	0.0754523	0.155322
CXorf65	CXorf65	0	1	-0.239398	0	0
CXorf66	CXorf66	0	1	-0.239398	0	0
CYB561	CYB561	0.394734	1	0.489213	13.8238	21.438
CYB561A3	CYB561A3	-0.902044	1	-0.985577	29.7212	16.5772
CYB561D1	CYB561D1	0	1	-0.130714	2.36754	2.38898
CYB561D2	CYB561D2	0	1	-0.0373544	3.05326	3.28782
CYB5A	CYB5A	0.111662	1	0.27039	20.4201	27.2162
CYB5B	CYB5B	0.948198	1	1.01329	20.3819	45.4512
CYB5D1	CYB5D1	-0.0750205	1	-0.207813	7.8772	7.53398
CYB5D2	CYB5D2	0	1	-0.153242	3.7781	3.75339
CYB5R1	CYB5R1	0.776103	1	0.92067	10.8839	22.7745
CYB5R2	CYB5R2	2.70728	1	3.43154	0.311728	3.90532
CYB5R3	CYB5R3	0	1	0.088985	4.43401	5.21098
CYB5R4	CYB5R4	-0.251498	1	-0.420544	8.7063	7.18408
CYB5RL	CYB5RL	-0.631456	1	-1.02122	1.2885	0.698658
CYBA	CYBA	0.98362	1	1.19356	10.946	27.7052
