# This file is generated by gfold V1.1.2 on Tue Jun 27 19:59:29 2017
# Normalization constants :
#    RWPE1	42835828	1
#    BPH1	41323878	1.01447
# The GFOLD value could be considered as a reliable log2 fold change.
# It is positive/negative if the gene is up/down regulated.
# A gene with zero GFOLD value should never be considered as 
# differentially expressed. For a comprehensive description of 
# GFOLD, please refer to the manual.
#GeneSymbol	GeneName	GFOLD(0.01)	E-FDR	log2fdc	1stRPKM	2ndRPKM
		0	1	-0.0207234	0	0
DIS3L	DIS3L	0.478349	1	0.579908	10.9458	17.2085
DIS3L2	DIS3L2	0	1	-0.0862801	4.99102	4.94358
DISC1	DISC1	0.640634	1	1.53567	0.028002	0.0888939
DISC1FP1	DISC1FP1	0	1	-0.0207234	0	0
DISC2	DISC2	0	1	1.3012	0.00599819	0.0248706
DISP1	DISP1	-1.92892	1	-2.45004	1.11889	0.211324
DISP2	DISP2	4.47589	1	5.30635	0.0603109	2.69787
DIXDC1	DIXDC1	-2.29733	1	-2.46028	7.87345	1.50197
DKC1	DKC1	0.542306	1	0.611138	20.0933	32.2779
DKFZP434A062	DKFZP434A062	0	1	-0.0207234	0	0
DKFZP434H168	DKFZP434H168	0	1	2.3012	0	0.0507053
DKFZP434I0714	DKFZP434I0714	-0.28784	1	-0.737651	1.10499	0.693707
DKFZP434K028	DKFZP434K028	0	1	0.979277	0	0.0258537
DKFZP434L187	DKFZP434L187	0	1	-0.0207234	0	0
DKFZP586I1420	DKFZP586I1420	0	1	0.106656	3.86106	4.37258
DKFZp434J0226	DKFZp434J0226	1.65689	1	3.1492	0.071435	0.784915
DKFZp434L192	DKFZp434L192	0	1	-0.0207234	0	0
DKFZp451B082	DKFZp451B082	0	1	-0.0207234	0	0
DKFZp686K1684	DKFZp686K1684	0	1	-0.0207234	0	0
DKFZp779M0652	DKFZp779M0652	0	1	-0.0207234	0	0
DKK1	DKK1	0.602843	1	0.663362	64.2406	106.999
DKK2	DKK2	0	1	0.564239	0.00641874	0.0133072
DKK3	DKK3	-0.30199	1	-0.347121	97.1665	80.3264
DKK4	DKK4	0	1	0.979277	0	0.0295832
DKKL1	DKKL1	0	1	-1.43576	0.150474	0.0445655
DLAT	DLAT	1.00624	1	1.0842	14.4496	32.2228
DLC1	DLC1	0.570854	1	0.80876	0.825505	1.52282
DLD	DLD	0.929634	1	1.01653	14.1956	30.207
DLEC1	DLEC1	0	1	0.435655	0.17465	0.250008
DLEU1	DLEU1	-0.123566	1	-0.376577	2.33862	1.89294
DLEU2	DLEU2	0	1	0.296134	1.91449	2.47411
DLEU2L	DLEU2L	0.903619	1	1.28446	1.45113	3.73866
DLEU7	DLEU7	0	1	-0.0207234	0	0
DLEU7-AS1	DLEU7-AS1	0	1	1.56424	0	0.0267837
DLG1	DLG1	1.13745	1	1.20536	13.7001	33.227
DLG1-AS1	DLG1-AS1	0	1	-0.0567927	1.09729	1.10901
DLG2	DLG2	0	1	0.242311	0.0224735	0.0284726
DLG3	DLG3	1.43055	1	1.53688	4.51616	13.7873
DLG3-AS1	DLG3-AS1	0.329855	1	2.43871	0.0482334	0.499981
DLG4	DLG4	0	1	-0.291751	0.872889	0.748995
DLG5	DLG5	-0.0291981	1	-0.0890213	20.1143	19.886
DLG5-AS1	DLG5-AS1	0	1	-0.0207234	0.418257	0.43356
DLGAP1	DLGAP1	0	1	-2.34265	0.0126651	0
DLGAP1-AS1	DLGAP1-AS1	-1.07929	1	-1.74319	2.30393	0.70672
DLGAP1-AS2	DLGAP1-AS2	-2.63168	1	-3.36525	4.85615	0.471921
DLGAP1-AS3	DLGAP1-AS3	0	1	-0.0207234	0	0
DLGAP1-AS4	DLGAP1-AS4	0	1	-0.0207234	0	0
DLGAP1-AS5	DLGAP1-AS5	0	1	-0.0207234	0	0
DLGAP2	DLGAP2	0	1	-0.0207234	0	0
DLGAP2-AS1	DLGAP2-AS1	0	1	-0.0207234	0	0
DLGAP3	DLGAP3	0	1	0.481777	0.0715903	0.107941
DLGAP4	DLGAP4	1.11035	1	1.28467	1.95342	5.01042
DLGAP5	DLGAP5	3.24437	1	3.37588	5.20795	56.9275
DLK1	DLK1	0	1	-0.0207234	0	0
DLK2	DLK2	0.464895	1	0.631353	6.75666	11.0122
DLL1	DLL1	0.270361	1	0.463897	3.59696	5.21998
DLL3	DLL3	0	1	0.304239	0.920866	1.19828
DLL4	DLL4	0	1	-0.497161	0.211606	0.155667
DLST	DLST	0.423407	1	0.505176	18.5987	27.7618
DLX1	DLX1	1.1782	1	1.67177	0.539031	1.82865
DLX2	DLX2	2.69845	1	4.19651	0.0405294	0.966283
DLX3	DLX3	0	1	-0.378275	1.09457	0.883518
DLX4	DLX4	0	1	0.379814	0.241812	0.334213
DLX5	DLX5	0	1	-0.0207234	0.229515	0.237912
DLX6	DLX6	0	1	0.679716	0.18676	0.322654
DLX6-AS1	DLX6-AS1	0	1	0.394314	0.0586556	0.0851224
DMAP1	DMAP1	0.649726	1	0.831252	6.90037	12.9217
DMBT1	DMBT1	0	1	1.20167	0.00607467	0.0188908
DMBT1P1	DMBT1P1	0	1	-0.0207234	0	0
DMBX1	DMBX1	2.10239	1	3.63463	0.0323786	0.52023
DMC1	DMC1	-2.24986	1	-3.63963	0.793094	0.0580314
DMD	DMD	-0.417989	1	-0.627228	0.951156	0.647034
DMGDH	DMGDH	-5.55289	1	-7.29685	1.72244	0.0057782
DMKN	DMKN	-0.913911	1	-0.991567	50.4917	26.6991
DMP1	DMP1	0	1	-0.0207234	0	0
DMPK	DMPK	0	1	-0.131384	3.91918	3.76212
DMRT1	DMRT1	0.0948969	1	2.09475	0.0210126	0.130688
DMRT2	DMRT2	2.65848	1	4.34851	0.015908	0.502945
DMRT3	DMRT3	2.4289	1	5.26468	0	0.421819
DMRTA1	DMRTA1	-1.09185	1	-1.41999	3.68124	1.44017
DMRTA2	DMRTA2	0	1	-0.0207234	0	0
DMRTB1	DMRTB1	0	1	-0.0207234	0	0
DMRTC1	DMRTC1	0	1	-0.0207234	0	0
DMRTC1B	DMRTC1B	0	1	-0.0207234	0	0
DMRTC2	DMRTC2	0	1	-0.0207234	0	0
DMTF1	DMTF1	-0.189653	1	-0.295367	11.6672	9.99669
DMTN	DMTN	0.0759758	1	0.448181	0.973594	1.39964
DMWD	DMWD	-0.62381	1	-0.829582	5.07407	2.99928
DMXL1	DMXL1	-1.11856	1	-1.20553	8.97296	4.09039
DMXL2	DMXL2	0.166814	1	0.264437	4.72449	5.96815
DNA2	DNA2	2.01228	1	2.1762	2.65492	12.6382
DNAAF1	DNAAF1	0	1	0.749795	0.153333	0.27815
DNAAF2	DNAAF2	0	1	-0.101978	7.18548	7.04003
DNAAF3	DNAAF3	0	1	-0.174347	1.93152	1.79892
DNAH1	DNAH1	-1.92685	1	-2.39328	0.514622	0.101522
DNAH10	DNAH10	-2.00642	1	-3.8787	0.047782	0.00176894
DNAH11	DNAH11	0.944213	1	1.09851	1.13902	2.56689
DNAH12	DNAH12	-1.03177	1	-4.02072	0.034633	0
DNAH14	DNAH14	0	1	-0.148479	0.855836	0.811825
DNAH17	DNAH17	-0.0387068	1	-0.614403	0.139495	0.0952234
DNAH17-AS1	DNAH17-AS1	0	1	-1.60569	0.00904317	0
DNAH2	DNAH2	0	1	0.208095	0.108903	0.132598
DNAH3	DNAH3	2.59933	1	4.18873	0.00567038	0.143028
DNAH5	DNAH5	0	1	0.421281	0.157402	0.22221
DNAH6	DNAH6	0	1	-0.698795	0.0127718	0.00756517
DNAH7	DNAH7	0	1	-0.0207234	0.0339042	0.0351447
DNAH8	DNAH8	0	1	-0.0207234	0	0
DNAH9	DNAH9	-0.371302	1	-2.48016	0.01665	0.00172592
DNAI1	DNAI1	0	1	-0.0207234	0.0179646	0.0186218
DNAI2	DNAI2	0	1	0.979277	0	0.0106183
DNAJA1	DNAJA1	0.623809	1	0.682642	79.3698	133.976
DNAJA1P5	DNAJA1P5	0	1	-0.0207234	0	0
DNAJA2	DNAJA2	0.44867	1	0.513333	34.7493	52.1614
DNAJA3	DNAJA3	0.0435604	1	0.123441	28.3824	32.5137
DNAJA4	DNAJA4	-0.741814	1	-1.60569	0.366928	0.122
DNAJB1	DNAJB1	0.0674266	1	0.128395	60.1867	69.1836
DNAJB11	DNAJB11	0.668609	1	0.757474	30.9379	55.0096
DNAJB12	DNAJB12	0.32446	1	0.441885	7.50144	10.7175
DNAJB13	DNAJB13	0	1	1.1492	0.0373519	0.103249
DNAJB14	DNAJB14	-0.344885	1	-0.437658	11.235	8.72208
DNAJB2	DNAJB2	-0.246286	1	-0.340741	21.1337	17.5472
DNAJB3	DNAJB3	-3.06712	1	-4.73954	1.43831	0.0382292
DNAJB4	DNAJB4	0.551777	1	0.691781	9.54878	16.2265
DNAJB5	DNAJB5	-0.177613	1	-0.44941	2.75703	2.12116
DNAJB5-AS1	DNAJB5-AS1	0	1	-1.60569	0.0625032	0
DNAJB6	DNAJB6	0.654404	1	0.736105	19.5249	34.2049
DNAJB7	DNAJB7	-0.930546	1	-1.52974	0.996486	0.356836
DNAJB8	DNAJB8	0	1	-0.0207234	0	0
DNAJB8-AS1	DNAJB8-AS1	0	1	0.979277	0	0.0134589
DNAJB9	DNAJB9	-1.17714	1	-1.34017	13.3281	5.53013
DNAJC1	DNAJC1	-2.68278	1	-2.90744	19.8058	2.76594
DNAJC10	DNAJC10	-0.364459	1	-0.43512	17.8759	13.9027
DNAJC11	DNAJC11	0.585183	1	0.684502	12.9592	21.9063
DNAJC12	DNAJC12	1.06855	1	1.81327	0.336118	1.2828
DNAJC13	DNAJC13	0.111637	1	0.195613	9.17465	11.0494
DNAJC14	DNAJC14	-0.567371	1	-0.666592	20.4286	13.5311
DNAJC15	DNAJC15	0.807992	1	2.56424	0.0252287	0.200497
DNAJC16	DNAJC16	-0.0558069	1	-0.197972	4.38806	4.0223
DNAJC17	DNAJC17	-0.543304	1	-0.771204	13.0943	8.05844
DNAJC18	DNAJC18	0	1	-0.0723152	1.94922	1.9494
DNAJC19	DNAJC19	0.558937	1	0.729426	8.66895	15.1244
DNAJC2	DNAJC2	0.330066	1	0.455863	12.8228	18.4994
DNAJC21	DNAJC21	-0.470086	1	-0.559574	12.9059	9.20719
DNAJC22	DNAJC22	0	1	-0.425114	0.562221	0.437093
DNAJC24	DNAJC24	0.134362	1	0.283157	7.12799	9.12305
DNAJC25	DNAJC25	-1.5135	1	-1.71455	10.6291	3.39907
DNAJC25-GNG10	DNAJC25-GNG10	-0.93826	1	-0.987913	209.186	110.906
DNAJC27	DNAJC27	0	1	0.0272819	1.23926	1.32823
DNAJC27-AS1	DNAJC27-AS1	0	1	-0.895193	0.0499464	0.0258869
DNAJC28	DNAJC28	0.150902	1	0.733116	0.611124	1.07692
DNAJC3	DNAJC3	0.233469	1	0.301009	18.5139	23.987
DNAJC30	DNAJC30	0.421748	1	0.764177	1.35426	2.42564
DNAJC4	DNAJC4	0.438534	1	0.683053	5.41385	9.15234
DNAJC5	DNAJC5	-0.338527	1	-0.388126	46.1562	37.0873
DNAJC5B	DNAJC5B	0	1	-0.0207234	0	0
DNAJC5G	DNAJC5G	0	1	2.3012	0	0.0482534
DNAJC6	DNAJC6	2.11458	1	2.33602	0.964087	5.13465
DNAJC7	DNAJC7	0.315975	1	0.410832	22.9848	32.1373
DNAJC8	DNAJC8	0.38949	1	0.468967	40.2316	58.5634
DNAJC9	DNAJC9	0.0996523	1	0.161057	91.2029	107.237
DNAJC9-AS1	DNAJC9-AS1	0	1	-0.746548	0.343068	0.211678
DNAL1	DNAL1	0.293373	1	0.458267	1.92044	2.77569
DNAL4	DNAL4	-1.18804	1	-1.42311	11.2721	4.41019
DNALI1	DNALI1	0	1	-0.0438071	0.54639	0.557246
DNASE1	DNASE1	0.25454	1	0.506424	2.2305	3.33538
DNASE1L1	DNASE1L1	0.458341	1	0.600924	5.86052	9.35071
DNASE1L2	DNASE1L2	0	1	-0.190648	0.457744	0.419743
DNASE1L3	DNASE1L3	-1.48626	1	-4.41304	0.433921	0
DNASE2	DNASE2	0.308976	1	0.419801	18.4155	25.9104
DNASE2B	DNASE2B	0	1	-0.0207234	0	0
DND1	DND1	-0.109044	1	-0.273625	13.2089	11.4881
DNER	DNER	-1.29734	1	-1.96826	0.76342	0.199687
DNHD1	DNHD1	-2.48289	1	-2.79164	1.27891	0.192914
DNLZ	DNLZ	0.0212369	1	0.384533	4.57561	6.29176
DNM1	DNM1	0.423803	1	0.633574	2.36608	3.86352
DNM1L	DNM1L	-0.491876	1	-0.554696	34.9221	24.9998
DNM1P35	DNM1P35	0	1	-0.642212	0.124349	0.0814099
DNM1P41	DNM1P41	-0.21508	1	-0.462982	2.24309	1.70984
DNM1P46	DNM1P46	0	1	0.242311	0.0243748	0.0315832
DNM2	DNM2	0.681116	1	0.76482	15.4733	27.6525
DNM3	DNM3	-1.11462	1	-1.84515	0.240581	0.0682835
DNM3OS	DNM3OS	0	1	-0.0207234	0	0
DNMBP	DNMBP	0.5337	1	0.70045	2.34179	4.00419
DNMBP-AS1	DNMBP-AS1	0.217728	1	0.653506	0.818966	1.36011
DNMT1	DNMT1	0.964064	1	1.04227	11.6681	25.2746
DNMT3A	DNMT3A	0.361588	1	0.568685	1.77642	2.77281
DNMT3B	DNMT3B	3.1302	1	3.4128	0.715979	8.06985
DNMT3L	DNMT3L	0	1	-1.60569	0.027368	0
DNPEP	DNPEP	0.338479	1	0.458374	12.8024	18.5017
DNPH1	DNPH1	0.340409	1	0.550499	12.3315	19.0071
DNTT	DNTT	0	1	-0.0207234	0	0
DNTTIP1	DNTTIP1	0.766039	1	0.912686	14.2241	28.176
DNTTIP2	DNTTIP2	0	1	0.0797816	27.2129	30.2444
DOC2A	DOC2A	0.448241	1	0.652354	4.1564	6.87564
DOC2B	DOC2B	0	1	-0.0207234	0	0
DOC2GP	DOC2GP	0	1	-0.828078	0.322741	0.167275
DOCK1	DOCK1	-0.420111	1	-0.496069	15.8174	11.7926
DOCK10	DOCK10	-0.421462	1	-1.29636	0.137323	0.056939
DOCK11	DOCK11	-3.01551	1	-3.73858	0.875699	0.0656197
DOCK2	DOCK2	3.50059	1	6.28306	0	0.309583
DOCK3	DOCK3	0.741101	1	1.2237	0.170654	0.422897
DOCK4	DOCK4	-3.95461	1	-4.49741	2.11718	0.0957977
DOCK4-AS1	DOCK4-AS1	0	1	-1.02072	0.0464854	0.0192745
DOCK5	DOCK5	0.129906	1	0.229649	6.42102	7.91795
DOCK6	DOCK6	-0.746343	1	-0.989585	2.00256	1.05871
DOCK7	DOCK7	0	1	0.0625516	4.02509	4.42046
DOCK8	DOCK8	3.97924	1	6.74746	0	0.348235
DOCK9	DOCK9	0	1	0.00513092	6.89585	7.27747
DOCK9-AS1	DOCK9-AS1	0	1	-2.60569	0.297767	0
DOCK9-AS2	DOCK9-AS2	0	1	0.276258	0.417093	0.534084
DOHH	DOHH	0.415948	1	0.69576	2.56114	4.36993
DOK1	DOK1	0.439167	1	1.12902	0.300787	0.704046
DOK2	DOK2	0	1	1.97928	0	0.0410154
DOK3	DOK3	0	1	0.289617	0.165567	0.214531
DOK4	DOK4	1.23652	1	1.43137	3.3362	9.47724
DOK5	DOK5	0	1	-0.0207234	0	0
DOK6	DOK6	0	1	-0.0207234	0	0
DOK7	DOK7	0	1	-0.12506	0.692366	0.667037
DOLK	DOLK	0.249711	1	0.373458	13.6426	18.5885
DOLPP1	DOLPP1	0	1	0.103639	16.5539	18.7054
DONSON	DONSON	1.86509	1	2.00402	6.54436	27.6342
DOPEY1	DOPEY1	-0.666816	1	-0.787514	6.01812	3.66516
DOPEY2	DOPEY2	0.085458	1	0.294333	1.40453	1.81202
DOT1L	DOT1L	0.0526869	1	0.218517	2.36401	2.89309
DPAGT1	DPAGT1	0.612184	1	0.749318	10.2338	18.0985
DPCD	DPCD	0.946575	1	1.168	9.37888	22.2002
DPCR1	DPCR1	0	1	-0.0207234	0	0
DPEP1	DPEP1	0	1	1.97928	0	0.0396057
DPEP2	DPEP2	0	1	-0.0207234	0.0132191	0.0137028
DPEP3	DPEP3	0	1	-0.0207234	0	0
DPF1	DPF1	1.33649	1	1.82297	0.510526	1.92438
DPF2	DPF2	0.395656	1	0.536155	8.76589	13.3717
DPF3	DPF3	0	1	-0.605686	0.0935482	0.0630311
DPH1	DPH1	0.226646	1	0.335554	17.9102	23.7691
DPH2	DPH2	0.0811336	1	0.195355	14.9774	18.0354
DPH3	DPH3	-0.778998	1	-0.927365	8.32722	4.6017
DPH3P1	DPH3P1	0	1	-0.153174	3.2591	3.0807
DPH5	DPH5	-0.64866	1	-0.8041	16.1748	9.73588
DPH6	DPH6	-0.719202	1	-0.970683	2.9318	1.57028
DPH6-AS1	DPH6-AS1	0	1	-1.89519	0.158056	0.0327679
DPH7	DPH7	-0.698948	1	-0.829688	22.6624	13.4032
DPM1	DPM1	0	1	-0.0559306	111.886	113.183
DPM2	DPM2	0	1	-0.0207234	21.8198	22.6182
DPM3	DPM3	-0.385694	1	-0.689518	13.1875	8.58249
DPP10	DPP10	0	1	-0.0207234	0	0
DPP10-AS1	DPP10-AS1	0	1	-0.0207234	0	0
DPP3	DPP3	1.16557	1	1.26834	11.2219	28.4377
DPP4	DPP4	2.87352	1	3.39778	0.227464	2.58124
DPP6	DPP6	0	1	2.56424	0	0.0178723
DPP7	DPP7	-1.44499	1	-1.55682	49.8516	17.8088
DPP8	DPP8	-0.151148	1	-0.262061	10.8197	9.48708
DPP9	DPP9	-0.696315	1	-0.776916	25.33	15.5432
DPPA2	DPPA2	0	1	-0.0207234	0	0
DPPA2P3	DPPA2P3	0	1	-1.60569	0.0407772	0
DPPA3	DPPA3	0	1	0.979277	0	0.0233357
DPPA4	DPPA4	0	1	-0.0207234	0	0
DPPA5	DPPA5	0	1	-0.0207234	0	0
DPRX	DPRX	0	1	-0.0207234	0	0
DPRXP4	DPRXP4	0	1	1.97928	0.0351052	0.254727
DPT	DPT	0	1	-0.0207234	0	0
DPY19L1	DPY19L1	0	1	0.0965869	9.28519	10.4407
DPY19L1P1	DPY19L1P1	0	1	0.210321	2.32099	2.82598
DPY19L2	DPY19L2	0	1	0.434471	0.351009	0.501041
DPY19L2P1	DPY19L2P1	1.19078	1	2.66377	0.049776	0.378379
DPY19L2P2	DPY19L2P2	0	1	-0.0675683	1.57996	1.58528
DPY19L2P3	DPY19L2P3	0	1	0.564239	0.292334	0.461759
DPY19L2P4	DPY19L2P4	0.13283	1	1.47404	0.115684	0.359749
DPY19L3	DPY19L3	-1.15675	1	-1.35115	3.84745	1.58356
DPY19L4	DPY19L4	-0.158465	1	-0.256489	9.5342	8.39243
DPY30	DPY30	0.164312	1	0.284326	41.1163	52.6633
DPYD	DPYD	0.713052	1	0.83528	4.80949	9.02726
DPYD-AS1	DPYD-AS1	0	1	0.683821	1.13878	1.95227
DPYD-AS2	DPYD-AS2	0.630086	1	2.67972	0.028574	0.355433
DPYS	DPYS	0	1	-0.0207234	0	0
DPYSL2	DPYSL2	0.118099	1	0.209803	11.0328	13.4188
DPYSL3	DPYSL3	0.118512	1	0.218416	8.62216	10.5498
DPYSL4	DPYSL4	0	1	-0.435761	0.197475	0.1513
DPYSL5	DPYSL5	1.52093	1	4.43871	0	0.0949161
DQX1	DQX1	-1.43663	1	-2.20659	0.797663	0.174557
DR1	DR1	-0.123043	1	-0.194761	33.8676	31.1163
DRAM1	DRAM1	1.93303	1	2.0857	3.80187	16.9933
DRAM2	DRAM2	-1.18913	1	-1.32645	25.2016	10.5598
DRAP1	DRAP1	0.560097	1	0.645093	58.6759	96.5074
DRAXIN	DRAXIN	-2.21011	1	-5.06512	0.421341	0
DRC1	DRC1	0	1	-2.02072	0.0281151	0
DRD1	DRD1	0.879729	1	3.88617	0	0.100441
DRD2	DRD2	-0.431922	1	-2.07962	0.207587	0.0448297
DRD3	DRD3	0	1	-0.0207234	0	0
DRD4	DRD4	0	1	1.56424	0	0.0355346
DRD5	DRD5	0	1	1.97928	0	0.0305544
DRD5P2	DRD5P2	0	1	-0.0207234	0	0
DRG1	DRG1	0.558657	1	0.68656	17.6939	29.9568
DRG2	DRG2	0.739016	1	0.889357	8.79089	17.1345
DRGX	DRGX	0	1	-0.0207234	0	0
DRICH1	DRICH1	0	1	-2.34265	0.0718306	0
DROSHA	DROSHA	0	1	-0.118641	4.59085	4.44626
DRP2	DRP2	-2.3068	1	-4.02072	0.154146	0.00679941
DSC1	DSC1	1.21589	1	2.82727	0.0219407	0.199006
DSC2	DSC2	0.784854	1	0.906197	5.13188	10.1179
DSC3	DSC3	-0.439503	1	-0.492437	29.0152	21.6877
DSCAM	DSCAM	-1.70363	1	-3.60569	0.0755287	0.00340401
DSCAM-AS1	DSCAM-AS1	0	1	-0.0207234	0	0
DSCAM-IT1	DSCAM-IT1	0	1	-0.0207234	0	0
DSCAML1	DSCAML1	1.52093	1	4.43871	0	0.0736601
DSCC1	DSCC1	0.442547	1	0.620823	5.90568	9.55592
DSCR10	DSCR10	0	1	-0.0207234	0	0
DSCR3	DSCR3	0.179682	1	0.27995	14.5269	18.5494
DSCR4	DSCR4	0	1	-0.0207234	0	0
DSCR8	DSCR8	0	1	-0.0207234	0	0
DSCR9	DSCR9	0	1	-1.02072	0.269802	0.132477
DSE	DSE	0.191698	1	0.265306	21.0831	26.6479
DSEL	DSEL	0.0301994	1	0.214807	1.52933	1.86688
DSG1	DSG1	-0.324736	1	-0.923426	0.364363	0.199956
DSG2	DSG2	0.00561428	1	0.0578266	33.2066	36.3479
DSG3	DSG3	-0.860754	1	-0.91851	40.4363	22.4946
DSG4	DSG4	1.22676	1	3.03817	0.0126155	0.156925
DSN1	DSN1	0.74607	1	0.83204	21.7868	40.7933
DSP	DSP	-1.01555	1	-1.03754	168.556	86.3482
DSPP	DSPP	0	1	-0.0207234	0	0
DST	DST	-0.470372	1	-0.511481	15.1353	11.1649
DSTN	DSTN	-0.408917	1	-0.45115	197.83	152.166
DSTNP2	DSTNP2	0	1	0.0658642	2.02816	2.23376
DSTYK	DSTYK	0	1	0.104067	4.30947	4.87103
DTD1	DTD1	-0.741498	1	-0.844686	49.5931	29.0318
DTD2	DTD2	1.18329	1	1.33498	5.80139	15.4043
DTHD1	DTHD1	0	1	-0.0207234	0	0
DTL	DTL	0.948134	1	1.04458	8.98859	19.5035
DTNA	DTNA	0	1	-1.02072	0.00217587	0
DTNB	DTNB	-0.525355	1	-0.726676	6.15015	3.90479
DTNBP1	DTNBP1	0.409829	1	0.752817	1.34103	2.38303
DTWD1	DTWD1	-0.359188	1	-0.534595	7.47038	5.42059
DTWD2	DTWD2	-0.142849	1	-0.369978	2.30915	1.87793
DTX1	DTX1	1.79097	1	4.67972	0	0.183995
DTX2	DTX2	-0.0347424	1	-0.243116	4.62924	4.11187
DTX2P1-UPK3BP1-PMS2P11	DTX2P1-UPK3BP1-PMS2P11	-0.0249542	1	-0.246016	6.58855	5.84021
DTX3	DTX3	1.33069	1	1.49463	5.76302	17.0976
DTX3L	DTX3L	0.510411	1	0.591332	11.4559	18.1525
DTX4	DTX4	0.479868	1	0.596409	5.47468	8.70666
DTYMK	DTYMK	1.03608	1	1.15515	21.8002	51.0803
DUOX1	DUOX1	-0.0749893	1	-0.214198	5.10555	4.62761
DUOX2	DUOX2	0	1	-0.14358	0.356833	0.339382
DUOXA1	DUOXA1	0.112275	1	0.358469	2.30681	3.11226
DUOXA2	DUOXA2	0.210992	1	1.18873	0.243515	0.605819
DUPD1	DUPD1	0	1	0.979277	0	0.0364994
DUS1L	DUS1L	0.237519	1	0.338797	24.1132	32.0728
DUS2	DUS2	1.18679	1	1.36675	4.69911	12.7605
DUS3L	DUS3L	-0.0699576	1	-0.263949	7.18816	6.29337
DUS4L	DUS4L	0	1	-0.148479	4.04123	3.83322
DUSP1	DUSP1	0	1	-0.085151	27.9816	27.7381
DUSP10	DUSP10	-0.57172	1	-0.708676	13.2328	8.51122
DUSP11	DUSP11	0	1	-0.0143328	12.8191	13.3471
DUSP12	DUSP12	-0.329045	1	-0.491639	18.8404	14.0855
DUSP13	DUSP13	0	1	-0.342652	0.0509437	0.0396057
DUSP14	DUSP14	0.488728	1	0.575732	38.0516	59.6472
DUSP15	DUSP15	0	1	0.0250802	0.404125	0.432875
DUSP16	DUSP16	0	1	-0.0613654	2.79237	2.81403
DUSP18	DUSP18	0	1	-0.257424	1.43705	1.26273
DUSP19	DUSP19	0.236229	1	0.751325	0.278486	0.49616
DUSP2	DUSP2	-1.15996	1	-1.57606	3.3251	1.16328
DUSP21	DUSP21	0	1	-0.0207234	0	0
DUSP22	DUSP22	-0.798301	1	-1.01086	4.84882	2.52692
DUSP23	DUSP23	-0.0866243	1	-0.309272	17.0742	14.4841
DUSP26	DUSP26	0.93642	1	2.78663	0.0283657	0.294035
DUSP27	DUSP27	0	1	-0.0207234	0	0
DUSP28	DUSP28	0	1	-0.121652	1.09594	1.05822
DUSP3	DUSP3	0.485103	1	0.574004	13.3375	20.8821
DUSP4	DUSP4	-0.51351	1	-0.649523	4.8846	3.27335
DUSP5	DUSP5	0	1	-0.0952626	13.0115	12.8079
DUSP5P1	DUSP5P1	-0.177344	1	-0.828078	0.651619	0.381782
DUSP6	DUSP6	0.434045	1	0.50645	24.9196	37.2288
DUSP7	DUSP7	-0.932776	1	-1.11152	7.80572	3.79491
DUSP8	DUSP8	0	1	-0.232228	0.109601	0.0973806
DUSP9	DUSP9	1.82131	1	2.28594	0.549293	2.85712
DUT	DUT	0.762445	1	0.85198	22.3887	42.5046
DUX2	DUX2	0	1	-1.02072	0.0592082	0.0263034
DUX4	DUX4	0	1	-0.0207234	0.045111	0.0467615
DUX4L	DUX4L	0	1	-1.60569	0.118653	0.0307485
DUX4L2	DUX4L2	0	1	-0.731217	0.0986803	0.0613745
DUX4L3	DUX4L3	-1.18193	1	-1.93633	0.138716	0.0368247
DUX4L4	DUX4L4	-1.15064	1	-1.8787	0.145483	0.0403318
DUX4L5	DUX4L5	-1.18193	1	-1.93633	0.138716	0.0368247
DUX4L6	DUX4L6	0	1	-0.731217	0.0986803	0.0613745
DUX4L7	DUX4L7	0	1	-0.0207234	0.045111	0.0467615
DUXA	DUXA	0	1	-0.0207234	0	0
DUXAP10	DUXAP10	-9.39325	1	-12.125	42.9438	0
DVL1	DVL1	-0.16868	1	-0.252738	27.6163	24.3729
DVL2	DVL2	0.0645816	1	0.174075	13.5921	16.1274
DVL3	DVL3	0.222073	1	0.368604	4.23825	5.75577
DXO	DXO	0	1	-0.0207234	0	0
DYDC1	DYDC1	0	1	-0.0207234	0	0
DYDC2	DYDC2	0	1	-0.0207234	0	0
DYM	DYM	0	1	0.151081	6.8045	7.94665
DYNAP	DYNAP	0	1	-0.0207234	0	0
DYNC1H1	DYNC1H1	-0.281001	1	-0.316386	32.5836	27.5168
DYNC1I1	DYNC1I1	0	1	2.3012	0	0.0285535
DYNC1I2	DYNC1I2	0.235054	1	0.323538	12.8122	16.8616
DYNC1LI1	DYNC1LI1	-0.076434	1	-0.209864	12.5861	11.4424
DYNC1LI2	DYNC1LI2	0.365044	1	0.424945	29.2243	41.2601
DYNC2H1	DYNC2H1	0.901457	1	0.989654	3.65707	7.63828
DYNC2LI1	DYNC2LI1	0	1	0.03341	4.08778	4.39983
DYNLL1	DYNLL1	0.606171	1	0.656692	169.536	281.068
DYNLL1-AS1	DYNLL1-AS1	0.107227	1	0.275326	8.84819	11.264
DYNLL2	DYNLL2	0.991832	1	1.10849	18.2373	41.3706
DYNLRB1	DYNLRB1	0.941531	1	1.07583	16.927	37.5436
DYNLRB2	DYNLRB2	0	1	-0.435761	0.140915	0.0973806
DYNLT1	DYNLT1	0.513309	1	0.647495	30.5117	50.2789
