# This file is generated by gfold V1.1.2 on Tue Jun 27 19:35:14 2017
# Normalization constants :
#    RWPE1	42835828	1
#    AQ0415	40022355	1.00585
# The GFOLD value could be considered as a reliable log2 fold change.
# It is positive/negative if the gene is up/down regulated.
# A gene with zero GFOLD value should never be considered as 
# differentially expressed. For a comprehensive description of 
# GFOLD, please refer to the manual.
#GeneSymbol	GeneName	GFOLD(0.01)	E-FDR	log2fdc	1stRPKM	2ndRPKM
		0	1	-0.00840875	0	0
FAM110C	FAM110C	0.243204	1	0.398621	4.78327	6.7903
FAM110D	FAM110D	0	1	0.991591	0.0459546	0.114765
FAM111A	FAM111A	1.9617	1	2.04942	10.5677	47.1127
FAM111B	FAM111B	2.50828	1	2.61235	7.73576	50.9614
FAM114A1	FAM114A1	1.17847	1	1.28006	8.55831	22.3836
FAM114A2	FAM114A2	-0.703302	1	-0.863286	9.87297	5.83875
FAM115A	FAM115A	0.604692	1	0.654785	28.5819	48.4461
FAM115C	FAM115C	3.53592	1	3.90831	0.298004	4.87542
FAM115D	FAM115D	4.25258	1	4.93879	0.195571	6.78633
FAM117A	FAM117A	1.02922	1	1.42174	0.929447	2.69862
FAM117B	FAM117B	0.793754	1	1.05899	0.926034	2.08181
FAM118A	FAM118A	-1.09676	1	-1.29428	6.71063	2.94128
FAM118B	FAM118B	-0.854747	1	-1.07163	8.06462	4.12449
FAM120A	FAM120A	-0.885986	1	-0.9379	38.9555	21.8895
FAM120AOS	FAM120AOS	-0.48297	1	-0.570861	30.3273	21.9769
FAM120B	FAM120B	0.438058	1	0.567093	4.59278	7.32742
FAM120C	FAM120C	0.797349	1	1.01409	0.974335	2.12151
FAM122A	FAM122A	0	1	-0.174487	3.29109	3.13867
FAM122B	FAM122B	0.825877	1	0.994047	3.1063	6.66635
FAM122C	FAM122C	0.499982	1	1.08274	0.194974	0.449823
FAM124A	FAM124A	0	1	-0.00840875	0	0
FAM124B	FAM124B	0	1	1.57655	0	0.0192645
FAM126A	FAM126A	0.632051	1	0.715097	9.88678	17.4752
FAM126B	FAM126B	0.101074	1	0.230536	3.09415	3.90867
FAM127A	FAM127A	0.0703506	1	0.246966	12.3955	15.8399
FAM127B	FAM127B	0	1	-0.244476	2.92971	2.65936
FAM127C	FAM127C	1.75377	1	2.04673	1.7569	7.85346
FAM129A	FAM129A	-0.361051	1	-0.436662	15.426	12.2689
FAM129B	FAM129B	-0.125116	1	-0.167946	74.3809	71.2749
FAM129C	FAM129C	0	1	-2.59337	0.0424608	0
FAM131A	FAM131A	-0.0552477	1	-0.247632	5.49293	4.97939
FAM131B	FAM131B	-2.28341	1	-2.86488	1.25081	0.179998
FAM131C	FAM131C	-0.710653	1	-1.34628	1.23518	0.514116
FAM132A	FAM132A	0.319511	1	2.06198	0.08953	0.479119
FAM132B	FAM132B	-2.24632	1	-2.74694	2.4616	0.387447
FAM133A	FAM133A	0	1	-0.00840875	0	0
FAM133B	FAM133B	0.190388	1	0.292302	17.0494	22.479
FAM133CP	FAM133CP	0	1	0.129672	10.5094	12.3789
FAM133DP	FAM133DP	0.190804	1	0.293487	22.337	29.4748
FAM134A	FAM134A	0.195436	1	0.27315	17.1571	22.3217
FAM134B	FAM134B	0	1	0.0940985	4.27203	4.90954
FAM134C	FAM134C	0.190949	1	0.262131	24.8649	32.1033
FAM135A	FAM135A	-1.51579	1	-1.64381	10.0868	3.47234
FAM135B	FAM135B	0	1	-0.00840875	0	0
FAM136A	FAM136A	0.325946	1	0.458802	14.1077	20.8793
FAM138A	FAM138A	0	1	-2.33034	0.082637	0
FAM138B	FAM138B	0	1	-0.00840875	0	0
FAM138C	FAM138C	0	1	-2.59337	0.103296	0
FAM138D	FAM138D	0	1	-1.00841	0.0207326	0
FAM138E	FAM138E	0	1	-2.59337	0.103296	0
FAM138F	FAM138F	0	1	-2.33034	0.082637	0
FAM13A	FAM13A	-0.00382281	1	-0.213051	2.05218	1.90544
FAM13A-AS1	FAM13A-AS1	-0.496958	1	-0.864019	1.65087	0.972976
FAM13B	FAM13B	1.00437	1	1.12518	4.59837	10.8036
FAM13C	FAM13C	1.017	1	2.57655	0.0309697	0.232027
FAM149A	FAM149A	0	1	-0.838484	0.129502	0.0739232
FAM149B1	FAM149B1	-0.0193129	1	-0.179693	6.91702	6.57359
FAM150A	FAM150A	0	1	-0.00840875	0	0
FAM150B	FAM150B	0	1	1.12909	0.0667953	0.178727
FAM151A	FAM151A	0.0280405	1	0.535912	0.836694	1.31174
FAM151B	FAM151B	0.244876	1	1.31352	0.177997	0.498255
FAM153A	FAM153A	0	1	-0.00840875	0	0
FAM153B	FAM153B	0	1	-1.00841	0.0130128	0
FAM153C	FAM153C	0	1	-0.00840875	0	0
FAM154A	FAM154A	0	1	-1.59337	0.0201859	0
FAM154B	FAM154B	-1.94838	1	-3.49384	0.410215	0.031931
FAM155A	FAM155A	0	1	1.57655	0	0.0129495
FAM155A-IT1	FAM155A-IT1	0	1	-0.00840875	0	0
FAM155B	FAM155B	0	1	-0.00840875	0.0116173	0.012434
FAM156A	FAM156A	-0.327221	1	-0.430501	21.9943	17.5668
FAM156B	FAM156B	-0.331316	1	-0.445859	27.6182	21.8242
FAM157A	FAM157A	-0.969974	1	-1.25963	8.00136	3.58623
FAM157B	FAM157B	-2.11165	1	-2.46133	10.0833	1.95509
FAM159A	FAM159A	0	1	1.99159	0	0.10739
FAM159B	FAM159B	0	1	-0.767401	0.506974	0.310065
FAM160A1	FAM160A1	0	1	0.101481	8.11665	9.37522
FAM160A2	FAM160A2	0	1	0.0244746	4.63289	5.07305
FAM160B1	FAM160B1	0.921046	1	1.03824	4.56187	10.0904
FAM160B2	FAM160B2	-0.702008	1	-0.897507	5.16066	2.97931
FAM161A	FAM161A	-0.919746	1	-1.16947	3.42917	1.63769
FAM161B	FAM161B	0	1	-0.0549513	1.62947	1.68843
FAM162A	FAM162A	-0.731165	1	-0.90382	29.613	17.0251
FAM162B	FAM162B	0	1	-0.00840875	0	0
FAM163A	FAM163A	1.10551	1	4.07905	0	0.137427
FAM163B	FAM163B	0	1	-0.00840875	0	0
FAM166A	FAM166A	0.288789	1	0.402581	30.8283	43.8779
FAM166B	FAM166B	-0.303192	1	-1.13394	0.990264	0.473562
FAM167A	FAM167A	-4.02357	1	-5.25211	1.93923	0.0488366
FAM167B	FAM167B	0	1	-0.185287	0.610485	0.574992
FAM168A	FAM168A	1.46321	1	1.56506	4.56033	14.5333
FAM168B	FAM168B	-0.527216	1	-0.576209	50.1532	36.2127
FAM169A	FAM169A	-0.866451	1	-0.965264	12.6212	6.95732
FAM169B	FAM169B	0	1	-0.00840875	0	0
FAM170A	FAM170A	0	1	-1.00841	0.0169781	0
FAM170B	FAM170B	0	1	-0.00840875	0	0
FAM170B-AS1	FAM170B-AS1	0	1	-0.00840875	0	0
FAM171A1	FAM171A1	-3.30697	1	-3.73087	4.6749	0.373209
FAM171A2	FAM171A2	0	1	-0.0369779	0.443146	0.464812
FAM171B	FAM171B	3.35132	1	3.60835	1.12292	14.8229
FAM172A	FAM172A	-0.748338	1	-0.871732	10.1986	5.99771
FAM172BP	FAM172BP	0	1	0.991591	0.0203442	0.0544358
FAM173A	FAM173A	0.54763	1	0.895018	3.68604	7.40433
FAM173B	FAM173B	0	1	-0.0401998	6.13139	6.4192
FAM174A	FAM174A	-0.274129	1	-0.545437	6.96949	5.13467
FAM174B	FAM174B	5.69278	1	6.64384	0.0976776	11.4618
FAM175A	FAM175A	-0.129081	1	-0.307545	6.48333	5.63801
FAM175B	FAM175B	0	1	0.113776	10.939	12.7435
FAM177A1	FAM177A1	-0.0705947	1	-0.211404	8.10551	7.5357
FAM177B	FAM177B	0	1	-0.00840875	0	0
FAM178A	FAM178A	0	1	-0.0553735	11.9084	12.3372
FAM178B	FAM178B	0	1	-0.00840875	0	0
FAM179A	FAM179A	0	1	-1.2308	0.0394785	0.0140846
FAM179B	FAM179B	-1.0961	1	-1.24639	6.14478	2.78601
FAM180A	FAM180A	-0.0167608	1	-3.17833	0.103698	0
FAM180B	FAM180B	0	1	-0.00840875	0.0166393	0.017809
FAM181A	FAM181A	0	1	-0.00840875	0	0
FAM181A-AS1	FAM181A-AS1	0	1	-0.00840875	0	0
FAM181B	FAM181B	0	1	-1.59337	0.17562	0.0537045
FAM182A	FAM182A	-1.36417	1	-2.06499	0.470462	0.117328
FAM182B	FAM182B	-1.44135	1	-2.17833	0.379656	0.0870738
FAM183A	FAM183A	0	1	1.57655	0.225773	0.821591
FAM183B	FAM183B	0	1	-1.59337	0.0283484	0
FAM183CP	FAM183CP	0	1	-0.00840875	0	0
FAM184A	FAM184A	1.56742	1	2.03376	0.325404	1.45317
FAM184B	FAM184B	0.567006	1	1.16913	0.249126	0.611319
FAM185A	FAM185A	-0.270756	1	-0.513542	4.71448	3.55204
FAM186A	FAM186A	0	1	0.477018	0.0128534	0.0206354
FAM186B	FAM186B	0	1	-0.46784	0.145473	0.111214
FAM187B	FAM187B	0	1	-0.00840875	0	0
FAM188A	FAM188A	0.05887	1	0.210355	8.93497	11.1306
FAM188B	FAM188B	3.66586	1	4.25255	0.239172	5.074
FAM189A1	FAM189A1	0	1	-3.00841	0.0347174	0
FAM189A2	FAM189A2	-0.1924	1	-0.702306	1.02522	0.674482
FAM189B	FAM189B	0	1	-0.173263	1.54999	1.47897
FAM192A	FAM192A	0.176841	1	0.267201	20.5908	26.6793
FAM193A	FAM193A	0.247401	1	0.453626	2.02688	2.99007
FAM193B	FAM193B	0	1	-0.0594744	7.71077	7.96562
FAM195A	FAM195A	-1.40186	1	-1.68752	14.1865	4.72264
FAM195B	FAM195B	0.925502	1	1.14579	5.37213	12.8183
FAM196A	FAM196A	0	1	-0.23518	0.286051	0.260803
FAM196B	FAM196B	0.838822	1	2.24793	0.052638	0.295776
FAM197Y2	FAM197Y2	0	1	-0.00840875	0	0
FAM197Y5	FAM197Y5	0	1	-0.00840875	0	0
FAM198A	FAM198A	-5.0199	1	-6.46127	2.97167	0.0291128
FAM198B	FAM198B	5.14604	1	5.53607	0.300755	15.2462
FAM199X	FAM199X	-0.0369259	1	-0.123161	9.67766	9.56576
FAM19A1	FAM19A1	0	1	-0.00840875	0	0
FAM19A2	FAM19A2	0	1	-0.201054	0.0395103	0.0362467
FAM19A3	FAM19A3	0	1	3.31352	0	0.198477
FAM19A4	FAM19A4	0	1	-0.00840875	0	0
FAM19A5	FAM19A5	0	1	-0.00840875	0	0
FAM200A	FAM200A	-0.135738	1	-0.345444	5.39523	4.56939
FAM200B	FAM200B	-0.0369511	1	-0.185867	5.7444	5.43596
FAM201A	FAM201A	-0.45419	1	-0.696465	6.65067	4.4127
FAM203A	FAM203A	0.31136	1	0.394748	13.0698	18.5001
FAM204A	FAM204A	-0.282172	1	-0.391534	18.2303	14.9591
FAM205A	FAM205A	0	1	-0.686481	0.0380211	0.0232536
FAM205B	FAM205B	0	1	-0.370979	0.0304665	0.0244562
FAM206A	FAM206A	-1.09439	1	-1.24841	19.1182	8.65555
FAM207A	FAM207A	-0.630209	1	-0.949699	8.26745	4.59448
FAM208A	FAM208A	0	1	0.0209371	13.8579	15.1369
FAM208B	FAM208B	0	1	0.0249709	13.7564	15.0681
FAM209A	FAM209A	-1.47395	1	-3.40073	0.688641	0.0368526
FAM209B	FAM209B	0	1	-3.33034	0.303619	0
FAM20A	FAM20A	-0.129268	1	-0.861567	0.277676	0.162107
FAM20B	FAM20B	0.747325	1	0.823522	11.8138	22.511
FAM20C	FAM20C	0.840935	1	1.05537	2.9643	6.64197
FAM210A	FAM210A	-0.109285	1	-0.224984	9.65961	8.89672
FAM210B	FAM210B	-1.58435	1	-1.67571	42.7259	14.3919
FAM212A	FAM212A	-5.37174	1	-6.9933	8.50744	0.0480501
FAM212B	FAM212B	-0.904919	1	-1.11532	3.00791	1.4925
FAM212B-AS1	FAM212B-AS1	0	1	0.380634	0.449152	0.633152
FAM213A	FAM213A	1.41535	1	1.60484	3.92001	12.8574
FAM213B	FAM213B	1.21205	1	1.48107	1.58191	4.76922
FAM214A	FAM214A	0.744354	1	0.884043	4.40167	8.74995
FAM214B	FAM214B	-1.42318	1	-1.59337	11.6725	4.15884
FAM215A	FAM215A	0	1	-2.00841	0.209506	0.0320334
FAM216A	FAM216A	0	1	-0.166634	8.70255	8.34511
FAM216B	FAM216B	0	1	-0.00840875	0	0
FAM217A	FAM217A	0	1	-0.423446	0.0308523	0.0220141
FAM217B	FAM217B	0.311723	1	0.4505	4.44644	6.54306
FAM218A	FAM218A	-0.441783	1	-1.00841	1.06309	0.563163
FAM219A	FAM219A	0	1	0.160012	3.40727	4.09922
FAM219B	FAM219B	-1.03865	1	-1.13173	26.8829	13.2039
FAM21A	FAM21A	0.583969	1	0.628138	46.8981	78.0362
FAM21C	FAM21C	0.57887	1	0.623201	47.2528	78.3577
FAM21EP	FAM21EP	0.826266	1	1.2181	1.06162	2.67421
FAM220A	FAM220A	0.0732279	1	0.198985	13.9711	17.2668
FAM221A	FAM221A	3.87253	1	4.41588	0.523358	12.3742
FAM221B	FAM221B	0	1	-2.33034	0.0297672	0
FAM222A	FAM222A	0.521906	1	1.25907	0.193302	0.50927
FAM222A-AS1	FAM222A-AS1	0	1	2.79895	0	0.172715
FAM222B	FAM222B	0	1	0.0510242	1.02801	1.14676
FAM223A	FAM223A	0	1	-0.00840875	0.526083	0.563066
FAM223B	FAM223B	0	1	-0.00840875	0.526083	0.563066
FAM224A	FAM224A	4.48189	1	7.23952	0	8.20194
FAM224B	FAM224B	4.32907	1	7.08962	0	7.3552
FAM225A	FAM225A	-2.24141	1	-2.44797	6.52226	1.28332
FAM225B	FAM225B	-2.20344	1	-2.41318	6.19208	1.24801
FAM226A	FAM226A	0	1	2.79895	0	0.0741425
FAM226B	FAM226B	0	1	2.79895	0	0.0741425
FAM227A	FAM227A	-0.175968	1	-0.598033	0.346952	0.245954
FAM227B	FAM227B	-1.23449	1	-1.796	1.68589	0.513755
FAM228A	FAM228A	0	1	-0.00840875	0.026319	0.0281691
FAM228B	FAM228B	0.432779	1	0.78554	1.98619	3.69707
FAM229A	FAM229A	0	1	-0.686481	0.233783	0.142982
FAM229B	FAM229B	0	1	0.148497	2.0452	2.44154
FAM230B	FAM230B	0	1	-2.00841	0.0210821	0
FAM230C	FAM230C	0	1	-1.59337	0.0237971	0
FAM231A	FAM231A	0	1	-0.160412	0.41197	0.391938
FAM231D	FAM231D	-0.254922	1	-0.527519	4.26698	3.18301
FAM24A	FAM24A	0	1	-0.00840875	0	0
FAM24B	FAM24B	0	1	0.168089	4.38474	5.30791
FAM24B-CUZD1	FAM24B-CUZD1	0	1	0.365566	0.863309	1.20024
FAM25A	FAM25A	2.73847	1	3.33263	1.87018	20.9137
FAM25BP	FAM25BP	-0.265531	1	-0.874108	5.41817	3.1501
FAM25C	FAM25C	0	1	0.135327	6.89737	8.16305
FAM25G	FAM25G	0.218109	1	0.708657	2.51622	4.45111
FAM26D	FAM26D	0	1	-0.00840875	0	0
FAM26E	FAM26E	0	1	-1.81576	0.0395789	0.0070602
FAM26F	FAM26F	1.91163	1	2.59645	0.474323	3.20051
FAM27A	FAM27A	0.0940041	1	0.305215	7.50492	9.98731
FAM27B	FAM27B	0	1	-0.0149814	14.5781	15.5319
FAM27C	FAM27C	0	1	0.0109566	14.711	15.9584
FAM27E2	FAM27E2	-0.850309	1	-1.13455	5.65818	2.76682
FAM27E3	FAM27E3	-1.11788	1	-1.36799	9.60442	3.99578
FAM27L	FAM27L	0	1	-0.00840875	0	0
FAM32A	FAM32A	0.513589	1	0.591562	49.2838	79.9588
FAM35A	FAM35A	-0.178049	1	-0.243742	38.906	35.3724
FAM35BP	FAM35BP	-0.174979	1	-0.249685	31.1857	28.2365
FAM35DP	FAM35DP	-0.199221	1	-0.274555	30.914	27.5119
FAM3A	FAM3A	0	1	-0.176851	7.40741	7.05304
FAM3B	FAM3B	2.5919	1	5.41786	0	0.758247
FAM3C	FAM3C	2.57128	1	2.65618	16.2827	110.55
FAM3D	FAM3D	0	1	-1.00841	0.0178478	0
FAM41AY1	FAM41AY1	0	1	-0.00840875	0	0
FAM41AY2	FAM41AY2	0	1	-0.00840875	0	0
FAM41C	FAM41C	0	1	0.444764	1.13577	1.66964
FAM43A	FAM43A	-6.02344	1	-7.64019	4.40919	0.0158894
FAM43B	FAM43B	0	1	-0.00840875	0	0
FAM45A	FAM45A	0.443435	1	0.547127	18.7123	29.4405
FAM45B	FAM45B	0.44258	1	0.54475	18.1661	28.5339
FAM46A	FAM46A	3.43922	1	3.63468	1.25211	16.7939
FAM46B	FAM46B	-5.61676	1	-6.09991	28.1536	0.43152
FAM46C	FAM46C	-1.83894	1	-2.36276	0.914208	0.187832
FAM46D	FAM46D	0	1	-0.00840875	0	0
FAM47A	FAM47A	0	1	-0.00840875	0	0
FAM47B	FAM47B	0	1	-0.00840875	0	0
FAM47C	FAM47C	0	1	-0.00840875	0	0
FAM47E	FAM47E	0.598522	1	1.08675	0.724652	1.67051
FAM47E-STBD1	FAM47E-STBD1	0.232608	1	0.402889	5.14962	7.3325
FAM49A	FAM49A	2.56089	1	2.87649	0.586232	4.6686
FAM49B	FAM49B	0.841909	1	0.920833	14.1122	28.7676
FAM50A	FAM50A	0.230651	1	0.342745	27.489	37.5345
FAM50B	FAM50B	0.413833	1	0.695989	3.2175	5.62109
FAM53A	FAM53A	0	1	-0.359881	0.296339	0.246689
FAM53B	FAM53B	0	1	-0.0550914	10.9811	11.3787
FAM53C	FAM53C	-0.23367	1	-0.321986	15.9976	13.7763
FAM57A	FAM57A	1.18494	1	1.32752	8.50744	23.004
FAM57B	FAM57B	0	1	-0.423446	0.0851561	0.0651017
FAM58A	FAM58A	0.38971	1	0.61652	6.43436	10.6307
FAM60A	FAM60A	-1.42518	1	-1.48913	76.4998	29.3325
FAM63A	FAM63A	1.27593	1	1.52469	1.77027	5.4987
FAM63B	FAM63B	0.20559	1	0.29584	11.6655	15.418
FAM64A	FAM64A	1.86409	1	2.04663	6.10839	27.2192
FAM65A	FAM65A	0.928076	1	1.18654	1.21936	2.99498
FAM65B	FAM65B	0	1	-0.745374	0.0116216	0.0062193
FAM65C	FAM65C	-0.0877195	1	-0.786016	0.280977	0.173302
FAM66A	FAM66A	0	1	0.634039	1.2049	2.03112
FAM66B	FAM66B	0.10871	1	0.595169	1.23898	2.02401
FAM66C	FAM66C	1.76878	1	2.23552	0.400281	2.05794
FAM66D	FAM66D	0.835059	1	1.35564	1.15526	3.21949
FAM66E	FAM66E	0.759507	1	1.31352	0.765141	2.07346
FAM69A	FAM69A	-0.896067	1	-1.14695	4.18838	2.03178
FAM69B	FAM69B	-1.41703	1	-1.6266	10.0921	3.51132
FAM69C	FAM69C	0	1	-0.00840875	0	0
FAM71A	FAM71A	0.685857	1	2.57655	0.0200214	0.182145
FAM71B	FAM71B	0	1	-0.00840875	0	0
FAM71C	FAM71C	0	1	-0.00840875	0	0
FAM71D	FAM71D	0	1	0.991591	0	0.0139587
FAM71E1	FAM71E1	0.513035	1	0.918342	1.90571	3.89578
FAM71E2	FAM71E2	0	1	-0.00840875	0.00733426	0.00784984
FAM71F1	FAM71F1	-0.417692	1	-2.14591	0.202079	0.0411971
FAM71F2	FAM71F2	0.73415	1	1.73883	0.0520199	0.19701
FAM72A	FAM72A	0.00406906	1	0.0968315	31.5476	36.3214
FAM72B	FAM72B	0	1	0.078696	27.9569	31.7851
FAM72C	FAM72C	0	1	0.0827072	27.5586	31.4196
FAM72D	FAM72D	0	1	0.0471048	28.8373	32.0757
FAM73A	FAM73A	0	1	-0.102586	4.26109	4.27218
FAM73B	FAM73B	-0.830736	1	-0.955206	13.6803	7.59263
FAM74A1	FAM74A1	0	1	-0.00840875	0	0
FAM74A3	FAM74A3	0	1	-0.00840875	0	0
FAM74A4	FAM74A4	0	1	-0.00840875	0	0
FAM74A6	FAM74A6	0	1	-0.00840875	0	0
FAM76A	FAM76A	-0.185329	1	-0.385129	4.33964	3.57563
FAM76B	FAM76B	0.412721	1	0.544012	6.44039	10.112
FAM78A	FAM78A	-0.606157	1	-1.48234	0.290626	0.107917
FAM78B	FAM78B	0	1	-3.00841	0.110341	0
FAM81A	FAM81A	-0.834668	1	-1.08407	3.68215	1.86603
FAM81B	FAM81B	0	1	-1.00841	0.104552	0.0479578
FAM83A	FAM83A	-0.0219681	1	-0.180419	4.22877	4.0168
FAM83A-AS1	FAM83A-AS1	0	1	-1.33034	0.282236	0.107884
FAM83B	FAM83B	-0.453534	1	-0.533271	16.0805	11.9608
FAM83C	FAM83C	0	1	-0.423446	0.0221209	0.015784
FAM83C-AS1	FAM83C-AS1	0	1	-0.593371	0.126875	0.0678968
FAM83D	FAM83D	0.486183	1	0.588392	17.0978	27.6811
FAM83E	FAM83E	-0.58054	1	-1.36749	0.6733	0.273343
FAM83F	FAM83F	-1.74575	1	-2.03835	7.1241	1.85797
FAM83G	FAM83G	-0.384976	1	-0.510143	13.744	10.3867
FAM83H	FAM83H	0.130295	1	0.204652	15.7997	19.6022
FAM83H-AS1	FAM83H-AS1	0	1	-0.0492685	11.2929	11.749
FAM84A	FAM84A	0.847792	1	0.982893	3.35861	7.1501
FAM84B	FAM84B	1.40131	1	1.47663	11.3466	34.0031
FAM86A	FAM86A	-0.0922252	1	-0.220272	14.3407	13.2511
FAM86B1	FAM86B1	-1.26228	1	-1.53042	5.57291	2.07021
FAM86B2	FAM86B2	-2.48295	1	-3.2608	2.96648	0.31553
FAM86B3P	FAM86B3P	-0.118145	1	-0.897377	0.448238	0.25456
FAM86C1	FAM86C1	0.40745	1	0.589401	5.94274	9.63193
FAM86C2P	FAM86C2P	-0.521895	1	-0.927626	2.38598	1.34406
FAM86DP	FAM86DP	-0.254514	1	-0.474072	5.12359	3.96825
FAM86EP	FAM86EP	-0.109155	1	-0.292712	5.04109	4.42911
FAM86FP	FAM86FP	0.237691	1	0.596732	1.53599	2.50677
FAM86HP	FAM86HP	0	1	-0.209277	4.14825	3.86126
FAM86JP	FAM86JP	-0.496547	1	-0.909399	2.08171	1.18748
FAM87A	FAM87A	-0.791075	1	-2.04083	0.255962	0.0622627
FAM87B	FAM87B	-0.603943	1	-1.50591	0.56441	0.205646
FAM89A	FAM89A	0.00759137	1	0.370103	2.32203	3.23584
FAM89B	FAM89B	1.50672	1	1.67772	7.84569	27.0596
FAM8A1	FAM8A1	1.11236	1	1.22304	6.35652	15.9816
FAM90A1	FAM90A1	0	1	-0.00840875	0	0
FAM90A10P	FAM90A10P	0	1	-0.00840875	0	0
FAM90A25P	FAM90A25P	-1.04369	1	-2.88288	0.258567	0.0263566
FAM90A27P	FAM90A27P	0	1	-0.00840875	0	0
FAM90A2P	FAM90A2P	0	1	-1.59337	0.0591011	0
FAM90A7P	FAM90A7P	-0.516657	1	-3.59337	0.0696297	0
FAM91A1	FAM91A1	0	1	0.0788326	15.119	17.1908
FAM92A1	FAM92A1	-0.59717	1	-0.755991	12.7405	8.117
FAM92A1P2	FAM92A1P2	0	1	-0.00840875	0	0
FAM92B	FAM92B	0	1	-0.00840875	0	0
FAM95A	FAM95A	0	1	2.79895	0	0.0625172
FAM95B1	FAM95B1	-0.0544971	1	-1.15525	0.453887	0.210511
FAM95C	FAM95C	-1.11309	1	-1.57168	1.72439	0.618327
FAM96A	FAM96A	-0.459759	1	-0.570107	14.4477	10.4743
FAM96B	FAM96B	0.270571	1	0.39593	34.1573	48.394
FAM98A	FAM98A	0.609755	1	0.770076	5.8171	10.6862
FAM98B	FAM98B	0	1	-0.131433	3.05378	3.00083
FAM98C	FAM98C	-0.350862	1	-0.619637	7.08588	4.95801
FAM99A	FAM99A	0	1	-0.00840875	0	0
FAM99B	FAM99B	0	1	-0.00840875	0	0
FAM9A	FAM9A	0	1	-0.00840875	0	0
FAM9B	FAM9B	0	1	-0.00840875	0	0
FAM9C	FAM9C	0	1	-0.00840875	0	0
FAN1	FAN1	-1.55116	1	-1.64992	18.535	6.35561
FANCA	FANCA	0.505451	1	0.627597	4.64257	7.72406
FANCB	FANCB	0	1	-0.205354	2.97244	2.77438
FANCC	FANCC	-0.705032	1	-0.816199	9.929	6.06889
FANCD2	FANCD2	-1.06391	1	-1.18108	10.3319	4.90309
FANCD2OS	FANCD2OS	-0.194858	1	-0.815764	1.64737	0.997585
FANCE	FANCE	1.16482	1	1.25557	17.4881	44.9651
FANCF	FANCF	-0.140608	1	-0.302286	6.73046	5.87463
FANCG	FANCG	-0.0751794	1	-0.169252	23.8773	22.8588
FANCI	FANCI	0.152059	1	0.215121	25.8077	32.2519
FANCL	FANCL	0.808974	1	0.920127	18.5331	37.7676
FANCM	FANCM	-0.981717	1	-1.15722	3.77292	1.81927
FANK1	FANK1	2.34133	1	2.78491	1.04476	7.86597
FANK1-AS1	FANK1-AS1	0	1	-0.00840875	0	0
FAP	FAP	1.02687	1	2.86606	0.0167588	0.188337
FAR1	FAR1	-0.255154	1	-0.328568	20.7427	17.7815
FAR2	FAR2	1.17842	1	1.43216	1.3144	3.82895
FAR2P1	FAR2P1	0	1	1.57655	0	0.011046
FAR2P2	FAR2P2	0.49984	1	3.57655	0	0.0962684
FARP1	FARP1	3.60696	1	3.90545	0.46804	7.60781
FARP2	FARP2	0.070251	1	0.291152	2.09564	2.76181
FARS2	FARS2	-0.651735	1	-0.876656	7.81124	4.57376
FARSA	FARSA	0.0119182	1	0.112343	26.9733	31.391
FARSB	FARSB	-0.424637	1	-0.554804	16.9677	12.4315
FAS	FAS	0.701538	1	0.853221	6.49387	12.637
FAS-AS1	FAS-AS1	-0.161708	1	-1.24545	0.481339	0.20929
FASLG	FASLG	0	1	1.57655	0	0.0268812
FASN	FASN	-0.425709	1	-0.502403	12.6771	9.63342
FASTK	FASTK	0.125053	1	0.249389	16.6322	21.2869
FASTKD1	FASTKD1	-0.870477	1	-1.03382	9.75806	5.12662
FASTKD2	FASTKD2	-0.202676	1	-0.295221	9.78786	8.58659
FASTKD3	FASTKD3	-0.178353	1	-0.361518	6.92682	5.80207
FASTKD5	FASTKD5	-0.677236	1	-0.811717	13.7803	8.44795
FAT1	FAT1	0.175918	1	0.204315	41.1225	51.0061
FAT2	FAT2	-8.13096	1	-8.60529	26.7368	0.0721941
FAT3	FAT3	8.6103	1	9.13857	0.0404464	25.2838
FAT4	FAT4	2.12879	1	2.33293	0.447604	2.43411
FATE1	FATE1	0	1	-0.00840875	0	0
FAU	FAU	0.269619	1	0.326457	253.262	341.896
FAXC	FAXC	2.35226	1	2.78877	0.143514	1.0829
FAXDC2	FAXDC2	0.678263	1	0.957321	1.65136	3.45986
FBF1	FBF1	0	1	0.0246063	2.6053	2.85314
FBL	FBL	-0.839092	1	-0.930056	78.2506	44.2028
FBLIM1	FBLIM1	-2.08141	1	-2.17936	39.197	9.31099
FBLL1	FBLL1	-1.47395	1	-4.40073	0.441303	0
FBLN1	FBLN1	0.277247	1	0.387097	7.85855	11.0655
FBLN2	FBLN2	1.68595	1	1.89848	1.5163	6.10056
FBLN5	FBLN5	0	1	-0.458574	0.851164	0.66427
FBLN7	FBLN7	4.509	1	5.39444	0.121853	5.96665
FBN1	FBN1	3.57082	1	3.72355	0.992085	14.1349
FBN2	FBN2	-1.56897	1	-1.65737	12.7914	4.36394
FBN3	FBN3	0	1	-2.33034	0.0104137	0
FBP1	FBP1	3.77033	1	5.41786	0.0259966	1.78074
FBP2	FBP2	0	1	-0.708848	0.207511	0.129557
FBRS	FBRS	0.758612	1	1.01806	2.00977	4.391
FBRSL1	FBRSL1	0	1	0.149709	1.32461	1.58258
FBXL12	FBXL12	0	1	0.103759	5.91187	6.84013
FBXL13	FBXL13	0.23235	1	1.05299	0.150568	0.344281
FBXL14	FBXL14	-0.123242	1	-0.371977	4.55619	3.78756
